customer_id,rfm_score
1872-EBWSC,335
1875-QIVME,211
1877-HKBQX,534
1891-FZYSA,111
1891-QRQSA,445
1891-UAWWU,111
1894-IGFSG,211
1895-QTKDO,111
1897-OKVMW,554
1897-RCFUM,334
1898-JSNDC,111
1899-VXWXM,111
1902-XBTFB,211
1904-WAJAA,543
1905-OEILC,555
1907-UBQFC,211
1907-YLNYW,111
1910-FMXJM,553
1915-IOFGU,111
1915-OAKWD,433
1918-ZBFQJ,211
1919-RTPQD,444
1921-KYSAY,345
1925-GMVBW,333
1925-LFCZZ,455
1925-TIBLE,211
1926-QUZNN,555
1927-QEWMY,554
1928-BXYIV,111
1929-ZCBHE,434
1930-BZLHI,555
1930-QPBVZ,533
1930-WNXSB,333
1932-UEDCX,555
1934-MKPXS,111
1934-SJVJK,111
1935-IMVBB,433
1936-CZAKF,311
1936-UAFEH,111
1937-OTUKY,555
1941-HOSAM,211
1942-OQFRW,445
1945-XISKS,545
1950-KSVVJ,334
1951-IEYXM,555
1952-DVVSW,544
1955-IBMMB,435
1956-YIFGE,211
1958-RNRKS,111
1960-UOTYM,211
1960-UYCNN,334
1963-SVUCV,111
1963-VAUKV,211
1964-SVLEA,334
1965-AKTSX,111
1965-DDBWU,211
1970-KKFWL,334
1971-DTCZB,554
1972-XMUWV,211
1976-AZZPJ,111
1976-CFOCS,211
1977-STDKI,211
1980-KXVPM,111
1981-INRFU,344
1982-FEBTD,455
1984-FCOWB,333
1984-GPTEH,434
1985-MBRYP,211
1986-PHGZF,311
1987-AUELQ,111
1989-PRJHP,111
1991-VOPLL,211
1996-DBMUS,545
1998-VHJHK,333
2000-DHJUY,445
2000-MPKCA,111
2001-EWBQU,111
2001-MCUUW,545
2002-MZHWP,111
2003-CKLOR,111
2004-OCQXK,335
2005-DWQZJ,535
2007-QVGAW,211
2011-TRQYE,311
2012-NWRPA,433
2013-SGDXK,111
2014-MKGMH,545
2017-CCBLH,211
2018-PZKMU,311
2018-QKYGT,211
2019-HDCZY,334
2023-VQFDL,211
2024-BASKD,333
2025-JKFWI,111
2026-TGDHM,333
2027-CWDNU,211
2027-DNKIV,434
2027-FECZV,111
2027-OAQQC,211
2027-WKXMW,555
2030-BTZRO,311
2034-CGRHZ,111
2034-GDRCN,211
2037-SGXHH,111
2037-XJFUP,211
2038-LLMLM,434
2038-OEQZH,555
2038-YSEZE,111
2039-JONDJ,311
2040-LDIWQ,534
2040-OBMLJ,535
2040-VZIKE,211
2040-XBAVJ,211
2041-JIJCI,534
2043-WVTQJ,555
2045-BMBTJ,434
2049-BAFNW,455
2050-ONYDQ,211
2054-PJOCK,211
2055-BFOCC,445
2055-PDADH,111
2055-SIFSS,534
2056-EVGZL,333
2057-BOYKM,111
2057-ZBLPD,111
2058-DCJBE,211
2061-VVFST,435
2065-MMKGR,211
2067-QYTCF,311
2068-WWXQZ,444
2070-FNEXE,334
2070-XYMFH,211
2072-ZVJJX,333
2073-QBVBI,211
2074-GKOWZ,433
2074-GUHPQ,334
2075-PUEPR,211
2075-RMJIK,545
2077-DDHJK,355
2077-MPJQO,535
2079-FBMZK,211
2080-CAZNM,445
2080-GKCWQ,111
2080-SRCDE,434
2081-KJSQF,435
2081-VEYEH,445
2082-CEFLT,211
2082-OJVTK,333
2085-BOJKI,445
2085-JVGAD,111
2087-QAREY,445
2088-IEBAU,211
2091-GPPIQ,334
2091-MJTFX,111
2091-RFFBA,311
2096-XOTMO,434
2097-YVPKN,434
2100-BDNSN,111
2101-RANCD,333
2103-ZRXFN,555
2105-PHWON,333
2107-FBPTK,211
2108-GLPQB,433
2108-XWMPY,211
2108-YKQTY,211
2111-DWYHN,534
2114-MGINA,211
2115-BFTIW,533
2120-SMPEX,555
2121-JAFOM,355
2122-SZZZD,544
2122-YWVYA,544
2123-AGEEN,544
2123-VSCOT,334
2126-GSEGL,211
2129-ALKBS,445
2133-TSRRM,443
2135-DQWAQ,311
2135-RXIHG,111
2137-DQMEV,433
2138-VFAPZ,545
2139-FQHLM,211
2141-RRYGO,311
2143-LJULT,445
2144-BFDSO,211
2144-ESWKO,544
2146-EGVDT,443
2150-OEGBV,211
2150-UWTFY,111
2150-WLKUW,453
2153-MREFK,333
2154-KVJFF,211
2155-AMQRX,535
2157-MXBJS,111
2159-TURXX,435
2160-GPFXD,434
2162-FRZAA,435
2164-SOQXL,434
2165-VOEGB,311
2167-FQSTQ,555
2169-RRLFW,434
2171-UDMFD,211
2172-EJXVF,544
2176-LVPNX,544
2176-OSJUV,533
2178-PMGCJ,433
2180-DXNEG,111
2181-TIDSV,435
2181-UAESM,211
2186-QZEYA,211
2187-LZGPL,211
2187-PKZAY,211
2188-SXWVT,211
2189-UXTKY,211
2189-WWOEW,311
2190-BCXEC,554
2190-PHBHR,535
2192-CKRLV,311
2192-OZITF,211
2193-SFWQW,445
2194-IIQOF,333
2195-VVRJF,211
2195-ZRVAX,111
2197-OMWGI,545
2200-DSAAL,334
2202-CUYXZ,111
2202-OUTMO,111
2203-GHNWN,211
2205-LPVGL,434
2205-YMZZJ,111
2207-NHRJK,211
2207-OBZNX,111
2207-QPJED,434
2207-RYYRL,533
2208-MPXIO,535
2208-NKVVH,553
2208-NQBCT,334
2208-UGTGR,211
2209-XADXF,111
2211-RMNHO,211
2212-LYASK,533
2215-ZAFGX,445
2219-MVUSO,211
2220-IAHLS,111
2223-GDSHL,434
2223-KAGMX,111
2225-ZRGSG,111
2226-ICFDO,534
2227-JRSJX,334
2228-BZDEE,335
2229-DPMBI,111
2229-VWQJH,211
2230-XTUWL,311
2232-DMLXU,111
2233-FAGXV,543
2233-TXSIU,533
2234-EOFPT,111
2234-XADUH,434
2235-DWLJU,433
2235-EZAIK,334
2235-ZGKPT,333
2236-HILPA,334
2237-ZFSMY,111
2239-CFOUJ,545
2239-CGBUZ,211
2239-JALAW,111
2240-HSJQD,545
2242-MFOTG,211
2243-FNMMI,554
2245-ADZFJ,333
2249-YPRNG,333
2250-IVBWA,344
2251-PYLPB,344
2252-ISRNH,211
2252-JHJGE,555
2252-NKNSI,533
2253-KPMNB,533
2254-DLXRI,534
2256-YLYLP,111
2257-BOVXD,333
2259-OUUSZ,111
2260-USTRB,111
2262-SLNVK,211
2263-SFSQZ,334
2265-CYWIV,311
2266-FUBDZ,211
2266-SJNAT,534
2267-FPIMA,311
2267-WTPYD,111
2270-CHBFN,534
2272-JKMSI,334
2272-QAGFO,111
2272-UOINI,543
2272-WUSPA,111
2273-QCKXA,535
2274-XUATA,433
2275-RBYQS,211
2276-YDAVZ,333
2277-AXSDC,545
2277-BKJKN,345
2277-DJJDL,453
2277-VWCNI,434
2279-AXJJK,553
2282-YGNOR,211
2284-VFLKH,333
2292-XQWSV,111
2293-IJWPS,433
2294-DMMUS,543
2294-SALNE,545
2296-DKZFP,445
2300-RQGOI,334
2302-ANTDP,211
2302-OUZXB,533
2303-PJYHN,555
2305-MRGLV,444
2307-FYNNL,555
2308-STERM,211
2309-OSFEU,311
2311-QYMUQ,211
2314-TNDJQ,111
2316-ESMLS,434
2320-JRSDE,544
2320-SLKMB,433
2320-TZRRH,534
2320-YKQBO,333
2321-OMBXY,111
2322-VCZHZ,355
2323-ARSVR,533
2324-AALNO,443
2324-EFHVG,534
2325-NBPZG,533
2325-WINES,434
2325-ZUSFD,211
2330-PQGDQ,335
2332-EFBJY,111
2332-TODQS,434
2333-KWEWW,434
2335-GSODA,111
2338-BQEZT,533
2342-CKIAO,434
2344-JMOGN,111
2346-CZYIL,433
2346-DJQTB,333
2346-LOCWC,555
2347-WKKAE,211
2348-KCJLT,211
2351-BKRZW,211
2351-RRBUE,111
2357-COQEK,211
2359-KLTEK,111
2359-KMGLI,335
2359-QWQUL,211
2360-RDGRO,433
2361-FJWNO,211
2361-UPSND,545
2362-IBOOY,111
2363-BJLSL,545
2364-UFROM,433
2368-GAKKQ,444
2369-FEVNO,434
2369-UAPKZ,334
2371-JQHZZ,454
2371-JUNGC,111
2371-KFUOG,434
2372-HWUHI,211
2373-NTKOD,534
2378-HTWFW,545
2378-VTKDH,211
2378-YIZKA,434
2379-ENZGV,435
2379-GYFLQ,111
2380-DAMQP,543
2382-BCKQJ,111
2384-OVPSA,111
2386-LAHRK,533
2386-OWURY,211
2387-KDZQY,445
2388-LAESQ,445
2391-IPLOP,111
2391-SOORI,111
2393-DIVAI,211
2397-BRLOM,211
2398-YPMUR,211
2400-FEQME,311
2400-XIWIO,335
2402-TAIRZ,433
2403-BCASL,111
2404-JIBFC,433
2405-LBMUW,211
2408-PSJVE,211
2408-TZMJL,335
2408-WITXK,311
2410-CIYFZ,445
2418-TPEUN,211
2419-FSORS,334
2424-WVHPL,211
2428-HYUNX,211
2428-ZMCTB,534
2429-AYKKO,554
2430-RRYUW,545
2430-USGXP,211
2432-TFSMK,111
2433-KMEAS,311
2434-EEVDB,211
2436-QBZFP,443
2439-LYPMQ,111
2439-QKJUL,534
2446-BEGGB,433
2446-PLQVO,211
2446-ZKVAF,111
2450-ZKEED,211
2451-YMUXS,311
2452-KDRRH,111
2452-MRMZF,433
2452-SNHFZ,211
2453-SAFNS,111
2454-RPBRZ,334
2455-USLMV,433
2458-EOMRE,333
2460-FPSYH,334
2460-NGXBJ,443
2462-XIIJB,211
2465-BLLEU,534
2466-FCCPT,554
2466-NEJOJ,554
2468-SJFLM,555
2469-DTSGX,211
2472-OVKUP,111
2474-BRUCM,111
2474-LCNUE,455
2475-MROZF,455
2476-YGEFM,311
2478-EEWWM,455
2479-BRAMR,334
2480-EJWYP,535
2480-JZOSN,444
2480-SQIOB,555
2481-SBOYW,211
2482-CZGBB,111
2483-XSSMZ,333
2484-DGXPZ,111
2485-ITVKB,111
2486-WYVVE,311
2495-INZWQ,111
2495-KZNFB,543
2495-TTHBQ,435
2498-XLDZR,533
2499-AJYUA,211
2501-XWWTZ,334
2504-DSHIH,544
2506-CLAKW,111
2506-TNFCO,533
2507-QZPQS,111
2509-TFPJU,555
2511-ALLCS,544
2511-MORQY,555
2514-GINMM,211
2516-VQRRV,311
2516-XSJKX,211
2519-ERQOJ,211
2519-FAKOD,445
2519-LBNQL,543
2519-TWKFS,311
2520-SGTTA,435
2521-NPUZR,311
2522-AHJXR,344
2522-WLNSF,435
2523-EWWZL,455
2525-GVKQU,555
2528-HFYZX,211
2530-ENDWQ,334
2530-FMFXO,545
2533-QVMSK,311
2533-TIBIX,111
2535-PBCGC,445
2538-OIMXF,211
2541-YGPKE,211
2542-HYGIQ,334
2545-EBUPK,211
2545-LXYVJ,211
2546-KZAAT,544
2550-AEVRU,534
2550-QHZGP,211
2558-BUOZZ,311
2560-PPCHE,534
2560-QTSBS,333
2560-WBWXF,211
2565-JSLRY,211
2568-BRGYX,111
2568-OIADY,111
2569-WGERO,211
2573-GYRUU,311
2575-GFSOE,111
2576-HXMPA,445
2577-GVSIL,211
2578-JQPHZ,211
2580-ASVVY,343
2580-ATZSQ,211
2581-VKIRT,544
2582-FFFZR,211
2585-KTFRE,534
2586-CWXVV,454
2587-EKXTS,311
2587-YNLES,111
2589-AYCRP,555
2592-HODOV,434
2592-SEIFQ,333
2592-YKDIF,433
2595-KIWPV,544
2599-CIPQE,555
2599-CZABP,533
2603-HVKCG,111
2604-IJPDU,434
2604-XVDAM,111
2606-PKWJB,211
2606-RMDHZ,111
2607-DHDAK,535
2607-FBDFF,434
2608-BHKFN,111
2609-IAICY,111
2612-PHGOX,444
2612-RANWT,333
2612-RRIDN,111
2615-YVMYX,444
2616-FLVQC,555
2616-UUTFK,111
2619-WFQWU,111
2621-UDNLU,434
2623-DRYAM,433
2625-TRCZQ,444
2626-URJFX,211
2626-VEEWG,211
2632-IVXVF,543
2632-TACXW,211
2632-UCGVD,433
2634-HCZGT,111
2636-ALXXZ,433
2636-OHFMN,533
2636-SJDOU,211
2637-FKFSY,544
2639-UGMAZ,434
2640-LYMOV,534
2640-PMGFL,311
2642-DTVCO,335
2642-MAWLJ,533
2645-QTLMB,111
2649-HWLYB,211
2650-GYRYL,434
2651-ZCBXV,554
2654-VBVPB,444
2656-FMOKZ,334
2656-TABEH,334
2657-ALMWY,311
2657-VPXTA,211
2659-VXMWZ,211
2660-EMUBI,111
2661-GKBTK,111
2662-NNTDK,435
2664-XJZNO,335
2665-NPTGL,454
2667-WYLWJ,211
2668-TZSPS,333
2669-OIDSD,211
2669-QVCRG,211
2672-DZUOY,433
2672-HUYVI,211
2672-OJQZP,433
2672-TGEFF,334
2673-CXQEU,111
2673-ZALNP,211
2674-MIAHT,211
2674-MLXMN,311
2675-DHUTR,211
2675-IJRGJ,444
2675-OTVVJ,534
2676-ISHSF,545
2676-OXPPQ,311
2676-SSLTO,534
2680-XKKNJ,444
2682-KEVRP,443
2683-BPJSO,211
2683-JXWQQ,311
2684-EIWEO,111
2685-SREOM,111
2688-BHGOG,111
2690-DVRVK,433
2691-NZETQ,211
2692-AQCPF,211
2692-BUCFV,434
2692-PFYTJ,433
2694-CIUMO,433
2696-ECXKC,433
2696-NARTR,333
2696-RZVZW,455
2697-NQBPF,554
2700-LUEVA,434
2703-AMTUL,211
2706-QZIHY,445
2709-UQGNP,433
2710-WYVXG,334
2712-SYWAY,434
2716-GFZOR,545
2717-HVIZY,534
2718-GAXQD,435
2718-YSKCS,211
2719-BDAQO,334
2720-FVBQP,434
2720-WGKHP,211
2722-JMONI,111
2722-VOJQL,334
2724-FJDYW,434
2725-IWWBA,434
2725-KXXWT,211
2725-TTRIQ,544
2729-VNVAP,111
2731-GJRDG,211
2732-ISEZX,445
2737-WFVYW,111
2737-YNGYW,111
2739-CACDQ,345
2739-CCZMB,534
2740-JFBOK,544
2740-TVLFN,345
2746-DIJLO,555
2748-MYRVK,333
2749-CTKAJ,211
2750-BJLSB,553
2753-JMMCV,333
2754-SDJRD,211
2754-VDLTR,435
2754-XBHTB,211
2758-RNWXS,111
2761-OCIAX,211
2761-XECQW,433
2770-NSVDG,311
2773-MADBQ,211
2773-OVBPK,545
2774-LVQUS,211
2775-SEFEE,533
2777-PHDEI,111
2778-OCLGR,111
2782-JEEBU,555
2782-LFZVW,555
2786-GCDPI,434
2788-CJQAQ,111
2789-CZANW,534
2789-HQBOU,211
2790-XUYMV,111
2791-SFVEW,455
2792-LSHWX,211
2792-VPPET,445
2794-XIMMO,334
2796-NNUFI,545
2796-UUZZO,211
2798-NYLMZ,334
2799-ARNLO,344
2799-TSLAG,434
2800-QQUSO,455
2800-VEQXM,444
2801-NISEI,454
2804-ETQDK,544
2805-AUFQN,434
2805-EDJPQ,533
2806-MLNTI,434
2808-CHTDM,554
2809-ILCYT,211
2809-ZMYOQ,111
2810-FTLEM,211
2811-POVEX,534
2812-ENYMO,111
2812-REYAT,111
2812-SFXMJ,111
2815-CPTUL,211
2817-LVCPP,111
2817-NTQDO,111
2819-GWENI,434
2821-WARNZ,334
2823-LKABH,434
2824-DXNKN,555
2824-MYYBN,543
2826-DXLQO,211
2826-UWHIS,435
2828-SLQPF,334
2829-HYVZP,434
2830-LEWOA,455
2831-EBWRN,355
2832-KJCRD,434
2832-SCUCO,435
2833-SLKDQ,211
2834-JKOOW,445
2834-JRTUA,211
2834-SPCJV,211
2839-RFSQE,533
2840-XANRC,111
2842-BCQGE,445
2842-JTCCU,311
2843-CQMEG,434
2845-AFFTX,111
2845-HSJCY,311
2845-KDHVX,555
2848-YXSMW,111
2851-MMUTZ,211
2851-STERV,333
2853-CWQFQ,335
2856-HYAPG,211
2856-NNASM,111
2858-EIMXH,434
2858-MOFSQ,111
2860-RANUS,111
2862-JVEOY,434
2862-PFNIK,211
2863-IMQDR,433
2865-TCHJW,111
2866-IKBTM,311
2867-UIMSS,111
2868-LLSKM,533
2868-MZAGQ,211
2868-SNELZ,334
2869-ADAWR,211
2873-ZLIWT,111
2874-YXVVA,111
2876-GZYZC,555
2876-VBBBL,111
2877-VDUER,434
2878-DHMIN,311
2878-RMWXY,211
2880-FPNAE,211
2882-DDZPG,544
2882-WDTBA,555
2883-ILGWO,434
2884-GBPFB,211
2885-HIJDH,534
2886-KEFUM,311
2887-JPYLU,445
2888-ADFAO,544
2889-FPWRM,333
2890-WFBHU,334
2892-GESUL,434
2894-QOJRX,111
2896-TBNBE,311
2897-DOVND,445
2898-LSJGD,111
2898-MRKPI,533
2900-PHPLN,311
2903-YYTBW,211
2904-GGUAZ,333
2905-KFQUV,545
2907-ILJBN,211
2908-WGAXL,334
2908-ZTPNF,111
2911-IJORQ,435
2911-UREFD,335
2911-WDXMV,544
2916-BQZLN,211
2919-HBCJO,111
2920-RNCEZ,453
2921-XWDJH,333
2923-ARZLG,111
2924-KHUVI,534
2925-MXLSX,443
2925-VDZHY,444
2926-JEJJC,111
2927-CVULT,434
2927-QRRQV,211
2928-HLDBA,445
2929-ERCFZ,111
2929-QNSRW,111
2930-UOTMB,334
2931-FSOHN,334
2931-SVLTV,445
2931-VUVJN,434
2931-XIQBR,445
2933-FILNV,111
2933-XEUJM,445
2937-FTHUR,434
2946-KIQSP,311
2947-DOMLJ,111
2951-QOQTK,111
2952-QAYZF,345
2954-PIBKO,545
2955-BJZHG,211
2955-PSXOE,534
2956-GGUCQ,211
2957-JIRMN,111
2957-LOLHO,111
2958-NHPPS,211
2959-EEXWB,111
2959-FENLU,211
2959-MJHIC,211
2960-NKRSO,434
2961-VNFKL,545
2962-XPMCQ,111
2967-MXRAV,211
2968-SSGAA,533
2969-QWUBZ,111
2969-VAPYH,435
2969-WGHQO,534
2971-SGAFL,334
2972-YDYUW,443
2974-GGUXS,111
2977-CEBSX,211
2978-XXSOG,434
2979-SXESE,334
2982-IHMFT,343
2982-VPSGI,311
2983-ZANRP,211
2984-AFWNC,311
2984-MIIZL,111
2984-RGEYA,335
2984-TBYKU,211
2985-FMWYF,445
2985-JUUBZ,111
2987-BJXIK,534
2988-GBIVW,211
2988-PLAHS,534
2988-QRAJY,554
2990-HWIML,111
2990-IAJSV,445
2990-OGYTD,445
2995-UPRYS,111
2995-YWTCD,544
2996-XAUVF,211
2999-AANRQ,333
3001-CBHLQ,111
3001-UNBTL,211
3002-WQZWT,434
3003-CMDUU,334
3005-NFMTA,345
3005-TYFRD,443
3006-XIMLN,334
3007-FDPEA,445
3009-JWMPU,111
3011-WQKSZ,434
3012-VFFMN,555
3014-WJKSM,345
3016-KSVCP,211
3018-TFTSU,211
3021-VLNRJ,211
3022-BEXHZ,311
3023-GFLBR,111
3026-ATZYV,554
3027-YNWZU,534
3027-ZTDHO,211
3030-YDNRM,335
3030-YZADT,111
3030-ZKIWL,111
3034-ZBEQN,211
3038-PQIUY,345
3039-MJSLN,434
3043-SUDUA,311
3043-TYBNO,455
3045-XETSH,211
3049-NDXFL,311
3049-SOLAY,211
3050-GBUSH,443
3050-RLLXC,111
3055-MJDSB,453
3055-OYMSE,533
3055-VTCGS,434
3057-VJJQE,555
3058-HJCUY,211
3058-WQDRE,534
3059-NGMXB,453
3061-BCKYI,211
3062-ICYZQ,311
3063-QFSZL,111
3066-RRJIO,311
3067-SVMTC,454
3068-OMWZA,333
3069-SSVSN,211
3070-BDOQC,555
3070-DVEYC,533
3070-FNFZQ,534
3071-MVJCD,334
3071-VBYPO,334
3074-GQWYX,211
3077-RSNTJ,111
3078-ZKNTS,534
3079-BCHLN,111
3082-VQXNH,434
3082-WQRVY,554
3082-YVEKW,555
3084-DOWLE,111
3085-QUOZK,333
3086-RUCRN,555
3088-FVYWK,311
3088-LHEFH,435
3090-HAWSU,211
3090-LETTY,211
3090-QFUVD,211
3091-FYHKI,211
3092-IGHWF,211
3094-JOJAI,211
3096-GKWEB,333
3096-IZETN,334
3096-JRDSO,211
3096-WPXBT,535
3096-YXENJ,435
3097-FQTVJ,211
3097-IDVPU,434
3097-NNSPB,211
3097-NQYSN,111
3097-PYWXL,555
3099-OONVS,554
3104-OWCGK,211
3106-ULWFW,211
3108-PCCGG,211
3113-IWHLC,333
3115-CZMZD,555
3115-JPJDD,555
3118-UHVVQ,311
3120-FAZKD,335
3125-RAHBV,334
3126-WQMGH,111
3128-YOVTD,111
3129-AAQOU,533
3130-ICDUP,454
3131-NWVFJ,454
3132-TVFDZ,111
3133-PZNSR,334
3134-DSHVC,455
3137-LUPIX,111
3137-NYQQI,335
3138-BKYAV,454
3143-ILDAL,433
3143-JQEGI,311
3144-AUDBS,111
3144-KMTWZ,211
3146-JTQHR,435
3146-MSEGF,433
3148-AOIQT,553
3148-BLQJT,111
3154-CFSZG,333
3154-HMWUU,434
3156-QLHBO,435
3158-MOERK,111
3160-TYXLT,334
3161-GETRM,111
3161-ONRWK,434
3162-KKZXO,553
3162-ZJZFU,534
3164-AALRN,333
3164-YAXFY,555
3165-HDOEW,111
3166-PNEOF,211
3167-SNQPL,211
3170-GWYKC,533
3170-NMYVV,111
3173-NVMPX,555
3173-WSSUE,211
3174-AKMAS,554
3174-RKMOW,555
3177-LASXD,211
3178-CIFOT,211
3178-FESZO,334
3179-GBRWV,333
3181-MIZBN,535
3181-VTHOE,454
3186-AJIEK,333
3186-BAXNB,311
3190-FZATL,334
3190-ITQXP,554
3190-XFANI,111
3191-CSNMG,211
3192-LNKRK,355
3192-NQECA,111
3194-ORPIK,511
3195-TQDZX,211
3196-NVXLZ,211
3197-ARFOY,453
3197-NNYNB,311
3198-VELRD,334
3199-NPKCN,355
3199-XGZCY,454
3200-MNQTF,554
3205-MXZRA,555
3207-OYBWH,311
3208-YPIOE,211
3209-ZPKFI,311
3211-AAPKX,455
3211-ILJTT,111
3212-KXOCR,211
3213-VVOLG,434
3214-IYUUQ,555
3217-FZDMN,111
3219-JQRSL,555
3221-CJMSG,311
3223-DWFIO,555
3223-WZWJM,211
3224-DFQNQ,334
3227-WLKLI,111
3229-USWAR,211
3230-IUALN,311
3230-JCNZS,211
3230-WYKIR,334
3234-VKACU,555
3235-ETOOB,211
3237-AJGEH,111
3239-TPHPZ,433
3243-ZHOHY,454
3244-CQPHU,555
3244-DCJWY,211
3247-MHJKM,211
3247-ZVOUO,211
3249-VHRIP,534
3249-ZPQRG,111
3251-YMVWZ,455
3253-HKOKL,453
3254-YRILK,111
3255-GRXMG,211
3256-EZDBI,555
3258-SANFR,555
3258-SYSWS,211
3258-ZKPAI,334
3259-FDWOY,311
3259-KNMRR,433
3259-QMXUN,211
3261-CQXOL,311
3262-EIDHV,455
3266-FTKHB,555
3269-ATYWD,434
3272-VUHPV,211
3274-NSDWE,434
3275-RHRNE,455
3276-HDUEG,211
3278-FSIXX,435
3279-DYZQM,554
3280-MRDOF,454
3280-NMUVX,211
3282-ZISZV,211
3283-WCWXT,333
3284-SVCRO,434
3285-UCQVC,111
3292-PBZEJ,554
3295-YVUSR,554
3296-SILRA,211
3298-QEICA,111
3301-LSLWQ,453
3301-VKTGC,211
3307-TLCUD,555
3308-DGHKL,333
3308-JSGML,555
3308-MHOOC,333
3312-UUMZW,534
3312-ZWLGF,434
3313-QKNKB,211
3315-IKYZQ,534
3315-TOTBP,211
3316-UWXUY,433
3317-HRTNN,111
3317-VLGQT,533
3318-ISQFQ,211
3318-NMQXL,211
3318-OSATS,334
3319-DWOEP,211
3320-VEOYC,311
3323-CPBWR,434
3324-OIRTO,333
3325-FUYCG,111
3327-YBAKM,334
3329-WDIOK,211
3331-HQDTW,111
3334-CTHOL,333
3336-JORSO,111
3338-CVVEH,435
3339-EAQNV,311
3340-QBBFM,553
3345-JHUEO,534
3345-PBBFH,335
3346-BRMIS,111
3347-YJZZE,555
3348-CFRNX,211
3349-ANQNH,211
3351-NGXYI,355
3351-NQLDI,211
3352-ALMCK,455
3352-RICWQ,334
3354-OADJP,111
3359-DSRKA,334
3363-DTIVD,534
3363-EWLGO,111
3365-SAIGS,334
3370-GQEAL,333
3370-HXOPH,433
3372-CDXFJ,334
3372-KWFBM,111
3373-DIUUN,435
3373-YZZYM,111
3374-LXDEV,111
3374-PZLXD,553
3374-TTZTK,311
3376-BMGFE,111
3378-AJRAO,535
3384-CTMSF,211
3387-PLKUI,334
3387-VATUS,335
3389-KTRXV,455
3389-YGYAI,111
3391-JSQEW,334
3392-EHMNK,111
3393-FMZPV,111
3396-DKDEL,211
3397-AVTKU,211
3398-FSHON,211
3398-GCPMU,334
3398-ZOUAA,111
3399-BMLVW,454
3400-ESFUW,211
3401-URHDA,455
3402-XRIUO,211
3404-JNXAX,554
3407-JMJQQ,311
3407-QGWLG,534
3410-MHHUM,211
3410-YOQBQ,211
3411-WLRSQ,555
3413-BMNZE,433
3413-CSSTH,111
3413-DHLPB,455
3415-TAILE,453
3417-TSCIC,211
3419-SNJJD,211
3420-YJLQT,334
3420-ZDBMA,111
3422-GALYP,554
3422-LYEPQ,111
3422-WJOYD,555
3423-HHXAO,111
3424-NMNBO,311
3426-NIYYL,111
3427-GGZZI,211
3428-MMGUB,211
3428-XZMAZ,211
3429-IFLEM,334
3439-GVUSX,555
3440-JPSCL,333
3441-CGZJH,334
3442-ZHHCC,434
3445-HXXGF,434
3446-QDSZF,553
3450-WXOAT,554
3451-VAWLI,335
3452-ABWRL,554
3452-FLHYD,354
3452-GWUIN,211
3452-SRFEG,334
3453-RTHJQ,534
3454-JFUBC,434
3457-PQBYH,211
3458-IDMFK,111
3460-TJBWI,454
3462-BJQQA,333
3466-BYAVD,454
3466-RITXD,335
3466-WAESX,554
3468-DRVQJ,534
3470-BTGQO,554
3470-OBUET,554
3472-OAOOR,555
3472-QPRCH,211
3473-XIIIT,111
3474-BAFSJ,435
3481-JHUZH,433
3482-ABPKK,211
3486-HOOGQ,553
3486-KHMLI,111
3486-NPGST,555
3487-EARAT,111
3488-PGMQJ,334
3489-HHPFY,453
3489-VSFRD,434
3494-JCHRQ,211
3496-LFSZU,534
3498-LZGQZ,455
3500-NSDOA,554
3500-RMZLT,111
3503-TYDAY,211
3506-LCJDC,111
3506-OVLKD,555
3507-GASNP,554
3508-CFVZL,333
3508-VLHCZ,453
3509-GWQGF,455
3511-APPBJ,555
3511-BFTJW,555
3512-IZIKN,211
3518-FSTWG,211
3518-PZXZQ,555
3519-ZKXGG,111
3520-FJGCV,211
3521-HTQTV,111
3521-MNKLV,335
3521-SYVOR,453
3522-CDKHF,334
3523-BRGUW,111
3523-QRQLL,111
3524-WQDSG,335
3525-DVKFN,433
3528-HFRIQ,111
3530-CRZSB,455
3530-VWVGU,211
3533-UVMOM,434
3536-IQCTX,311
3537-HPKQT,455
3537-RYBHH,433
3538-WZPHD,111
3540-RZJYU,211
3541-ZNUHK,111
3544-FBCAS,553
3545-CNWRG,555
3546-GHEAE,434
3547-LQRIK,111
3549-ZTMNH,211
3550-SAHFP,111
3551-GAEGL,455
3551-HUAZH,111
3552-CTCYF,111
3556-BVQGL,211
3557-HTYWR,555
3563-SVYLG,535
3565-UNOCC,111
3566-CAAYU,555
3566-HJGPK,555
3566-VVORZ,211
3567-PQTSO,554
3569-EDBPQ,111
3569-JFODW,111
3569-VLDHH,454
3570-YUEKJ,211
3571-DPYUH,555
3571-RFHAR,433
3572-UOLYZ,211
3572-UUHRS,111
3577-AMVUX,434
3580-GICBM,333
3580-HYCSP,211
3580-REOAC,111
3583-EKAPL,211
3583-KRKMD,555
3584-WKTTW,554
3585-ISXZP,311
3585-YNADK,555
3587-PMCOY,111
3588-WSTTJ,454
3589-PPVKW,434
3590-TCXTB,111
3594-BDSOA,434
3594-IVHJZ,211
3594-KADLU,433
3594-UVONA,335
3597-MVHJT,111
3597-YASZG,554
3604-WLABM,435
3605-JISKB,333
3606-SBKRY,533
3606-TWKGI,211
3612-YUNGG,334
3612-YVGSJ,111
3617-XLSGQ,453
3620-EHIMZ,453
3620-MWJNE,111
3621-CEOVK,111
3621-CHYVB,533
3623-FQBOX,433
3627-FCRDW,111
3627-FHKBK,335
3629-WEAAM,455
