customer_id,SeniorCitizen,Partner,Dependents,tenure_months,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,monthly_charges,total_charges,churn_label,recharge_count_30d,recharge_count_90d,total_recharge_30d,total_recharge_90d,avg_recharge_amount,days_since_last_recharge,recharge_trend,data_usage_mb_30d,data_usage_mb_90d,data_usage_trend,avg_session_mb,app_usage_rate,offers_presented,offers_accepted,offer_acceptance_rate,active_days_90d,days_since_last_activity,gender_male,internet_dsl,internet_fiber,internet_none,contract_monthly,contract_1yr,contract_2yr,payment_method_electronic_check,payment_method_mailed_check,payment_method_bank_transfer,payment_method_credit_card,preferred_channel_ussd,preferred_channel_app,preferred_channel_agent,preferred_channel_web,MultipleLines_No phone service,MultipleLines_Yes,r_score,f_score,m_score,rfm_score,rfm_segment,arpu,arpu_tier,engagement_score,declining_recharge,long_silence,low_activity,recharge_drop_flag,high_data_user,frequent_recharger,high_offer_responder,app_user,premium_customer,lifecycle_stage,churn_risk_score,ml_segment,propensity_bundle,propensity_topup,propensity_reactivation,clv_90d,clv_tier
1460-UZPRJ,No,1,0,60,1,0,0,0,0,0,0,0,19.95,1258.15,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,331.4,2301.96,-13.579877066553626,767.32,0.1111111111111111,0.0,0.0,0.0,9.0,16.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,111,Lost Customers,0.0,Bronze,0.07333333333333333,0,1,1,0,0,0,0,0,0,Churned,0.11988291144371033,Dormant,0.0,0.0,0.0,0.11245208060406435,Bronze
1465-LNTLJ,Yes,1,0,8,1,0,0,1,1,0,1,1,64.4,581.7,0,1.0,3.0,2000.0,4100.0,1366.6666666666667,27.0,46.58848614072494,768.52,1245.73,7.022125506072877,415.24333333333334,0.2727272727272727,1.0,0.0,0.0,11.0,11.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,4,334,Loyal Customers,1366.6666666666667,Gold,0.1307070707070707,0,1,1,0,0,0,0,0,1,Active,0.03573095425963402,Rising Stars,0.0,0.0,0.995,3787.346058497254,Silver
1465-VINDH,No,1,1,10,1,0,1,1,0,1,1,1,102.1,1068.85,1,0.0,1.0,0.0,2000.0,2000.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,1,1,311,Hibernating,666.6666666666666,Silver,0.0044444444444444444,0,1,1,1,0,0,0,0,0,Lapsing,0.9881302118301392,Dormant,0.0,0.0,1.0,325.491671067695,Bronze
1465-WCZVT,No,1,1,3,1,0,0,0,0,0,0,0,19.65,60.65,0,2.0,7.0,2500.0,12500.0,1785.7142857142858,5.0,-11.535087719298243,114.9,343.22,0.295979140442366,85.805,0.30434782608695654,1.0,1.0,1.0,23.0,1.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,4,5,545,Champions,4166.666666666667,Platinum,0.49352657004830913,0,0,0,0,0,1,1,1,1,Active,0.00587486894801259,Price Sensitive,0.005,0.0,0.0,13006.955303028963,Platinum
1468-DEFNC,Yes,1,1,64,1,0,0,0,0,0,0,1,24.4,1548.65,0,3.0,6.0,6000.0,7200.0,1200.0,0.0,26.039515042658277,2978.7,12960.44,-2.429243262071663,1080.0366666666666,0.4,2.0,1.0,0.5,25.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5,5,5,555,Champions,2400.0,Platinum,0.38111111111111107,0,0,0,0,1,1,1,1,1,High Value Loyal,0.002325365087017417,High Value Active,0.18,0.0,0.0,7612.604287793104,Gold
1469-LBJQJ,No,1,0,66,1,0,1,1,0,1,1,1,105.2,6936.85,0,3.0,4.0,6200.0,6400.0,1600.0,8.0,91.80327868852451,0.0,443.91,0.0,443.91,0.45454545454545453,1.0,0.0,0.0,11.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4,5,5,455,Loyal Customers,2133.3333333333335,Platinum,0.18525252525252525,0,0,1,0,0,1,0,1,1,High Value Loyal,0.014131924137473106,Loyal But Declining,0.0,0.0,0.015,6161.579592664243,Gold
1470-PSXNM,No,1,1,49,1,0,1,1,0,1,0,1,93.65,4520.15,0,2.0,2.0,10000.0,10000.0,5000.0,17.0,2.381446208366716e-13,0.0,709.74,-1.3854140127388535,236.58,0.25,0.0,0.0,0.0,8.0,17.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,4,5,445,Loyal Customers,3333.3333333333335,Platinum,0.11055555555555555,0,1,1,0,0,1,0,0,1,High Value Loyal,0.1043931245803833,Loyal But Declining,0.0,0.005,0.01,8230.607503587597,Gold
1471-GIQKQ,No,0,0,1,1,0,1,0,0,0,0,0,49.95,49.95,0,1.0,2.0,200.0,400.0,200.0,26.0,6.471516515888198e-16,0.0,2996.44,-3.1348563794255186,749.11,0.6666666666666666,0.0,0.0,0.0,9.0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,3,333,Loyal Customers,133.33333333333334,Bronze,0.24,0,1,1,0,0,0,0,1,0,New At-Risk,0.9206478595733643,Dormant,0.0,0.005,0.02,134.87668191339972,Bronze
1472-TNCWL,No,0,1,36,1,0,1,0,0,1,1,1,94.7,3512.5,0,2.0,4.0,10000.0,20000.0,5000.0,5.0,-1.1836167944442123e-14,0.0,1117.75,3.158837209302325,372.5833333333333,0.3333333333333333,1.0,0.0,0.0,12.0,5.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,4,5,545,Champions,6666.666666666667,Platinum,0.15333333333333332,0,0,1,0,0,1,0,1,1,High Value Loyal,0.01780593954026699,High Value Active,0.0,0.0,0.0,18798.60934434883,Platinum
1474-JUWSM,No,1,0,58,1,1,0,0,1,0,1,1,68.4,3972.25,0,0.0,1.0,0.0,5000.0,5000.0,70.0,0.0,575.05,720.1800000000001,3.56126964933495,180.04500000000002,0.375,0.0,0.0,0.0,8.0,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,1666.6666666666667,Gold,0.14805555555555555,0,1,1,1,0,0,0,1,1,Churned,0.12104593217372894,Loyal But Declining,0.0,0.0,1.0,4793.517151568183,Silver
1475-VWVDO,No,0,0,7,1,0,0,1,0,0,0,1,74.9,490.55,0,0.0,2.0,0.0,2000.0,1000.0,53.0,2.493389195957227e-15,121.07,484.68,-10.741469849246224,161.56,0.4,0.0,0.0,0.0,10.0,26.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,211,Hibernating,666.6666666666666,Silver,0.16444444444444445,0,1,1,1,0,0,0,1,0,Lapsing,0.945167601108551,Dormant,0.0,0.0,1.0,534.4528202637845,Bronze
1478-VPOAD,No,0,0,1,1,0,0,0,0,0,0,0,43.8,43.8,0,2.0,3.0,300.0,500.0,166.66666666666666,11.0,-1.990632318501172,1849.99,2949.85,-7.951194331983803,983.2833333333333,0.35714285714285715,1.0,0.0,0.0,14.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,4,3,443,Loyal Customers,166.66666666666666,Bronze,0.16936507936507936,0,0,1,0,1,1,0,1,0,New At-Risk,0.015049801208078861,Rising Stars,0.0,1.0,0.0,427.9495470609422,Bronze
1480-BKXGA,Yes,1,0,72,1,1,1,1,1,1,1,1,116.05,8404.9,0,3.0,6.0,11000.0,26000.0,4333.333333333333,3.0,-10.123239436619716,1418.38,9188.51,2.757338073628264,1148.56375,0.2608695652173913,0.0,0.0,0.0,23.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,5,5,555,Champions,8666.666666666666,Platinum,0.1804830917874396,0,0,0,0,1,1,0,0,1,High Value Loyal,0.002172551117837429,High Value Active,0.0,0.0,0.0,26373.450619688996,Platinum
1480-IVEVR,Yes,1,0,35,1,0,0,1,0,0,0,1,81.6,2815.25,0,1.0,2.0,100.0,200.0,100.0,29.0,-2.89200968028857e-16,0.0,8243.79,-19.340844155844163,2747.9300000000003,0.36363636363636365,0.0,0.0,0.0,11.0,1.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,3,3,333,Loyal Customers,66.66666666666667,Bronze,0.15797979797979797,0,1,1,0,0,0,0,1,0,Active,0.050030417740345,Loyal But Declining,0.0,0.0,0.015,179.55712803583128,Bronze
1481-ZUWZA,No,0,0,28,1,1,1,0,0,0,1,1,94.5,2659.4,1,0.0,2.0,0.0,200.0,100.0,59.0,3.5580944233457603e-16,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,6.0,7.0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,211,Hibernating,66.66666666666667,Bronze,0.07666666666666666,0,1,1,1,0,0,0,0,0,Lapsing,0.707539975643158,Dormant,0.0,0.0,0.015,96.92205163335807,Bronze
1482-OXZSY,No,0,0,30,1,1,0,0,0,1,1,1,100.4,2936.25,0,2.0,5.0,1100.0,4100.0,820.0,21.0,-8.901773533424278,2463.93,7302.49,0.2294988820570112,811.3877777777777,0.30434782608695654,1.0,0.0,0.0,23.0,3.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,4,4,344,Loyal Customers,1366.6666666666667,Gold,0.19352657004830917,0,1,0,0,1,1,0,1,1,Active,0.003717593150213361,High Value Active,0.0,0.03,0.99,4109.992738923155,Silver
1485-YDHMM,No,1,1,52,1,0,1,0,1,0,1,1,93.25,4631.7,0,0.0,3.0,0.0,7100.0,2366.6666666666665,54.0,247.4358974358974,195.47,424.56,-0.3440849984142073,106.14,0.42857142857142855,0.0,0.0,0.0,7.0,25.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,211,Hibernating,2366.6666666666665,Platinum,0.15968253968253968,0,1,1,1,0,0,0,1,1,High Value Loyal,0.8442153334617615,Loyal But Declining,0.0,0.0,1.0,3022.9019224190424,Silver
1488-PBLJN,No,1,1,72,1,1,1,1,1,1,1,1,116.85,8477.7,0,1.0,3.0,2000.0,6000.0,2000.0,2.0,2.36889428077235e-15,545.06,1123.88,-0.649230769230771,561.94,0.125,0.0,0.0,0.0,8.0,2.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,3,4,534,Loyal Customers,2000.0,Platinum,0.07305555555555555,0,0,1,0,0,0,0,0,1,High Value Loyal,0.014020643197000027,Loyal But Declining,0.0,0.0,0.0,6087.085249633938,Gold
1488-SYSFC,No,1,1,31,1,0,0,0,0,0,0,1,20.65,702.05,0,0.0,2.0,0.0,300.0,150.0,61.0,-4.761904761904761,1000.35,1000.35,-10.630000000000228,500.175,0.0,0.0,0.0,0.0,6.0,25.0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,211,Hibernating,100.0,Bronze,0.02666666666666667,0,1,1,1,0,0,0,0,0,Churned,0.319479763507843,Dormant,0.0,0.0,0.01,114.90213839980424,Bronze
1492-KGETH,No,1,1,70,1,1,1,1,1,0,1,0,78.35,5445.95,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,183.37,375.72,0.5024747357864692,75.144,0.15384615384615385,0.0,0.0,0.0,13.0,3.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,0.0,Bronze,0.10393162393162393,0,1,1,0,0,0,0,0,0,Churned,0.02839278243482113,Loyal But Declining,0.0,0.0,0.0,0.04844845193340404,Bronze
1492-QGCLU,No,1,1,53,1,1,0,1,1,1,1,0,85.7,4616.1,0,0.0,2.0,0.0,2000.0,1000.0,47.0,2.9657519768873685e-13,1962.1599999999999,3129.24,-14.770282258064464,1043.08,0.1111111111111111,0.0,0.0,0.0,9.0,6.0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,1,211,Hibernating,666.6666666666666,Silver,0.07333333333333333,0,1,1,1,1,0,0,0,0,Lapsing,0.08601522445678711,Loyal But Declining,0.0,0.0,1.0,1837.5342665020012,Bronze
1493-AMTIE,No,0,0,1,1,0,0,0,0,0,0,1,20.2,20.2,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,878.78,0.0,878.78,1.0,0.0,0.0,0.0,1.0,83.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,111,Lost Customers,0.0,Bronze,0.3044444444444444,0,1,1,0,0,0,0,1,0,New At-Risk,0.9651389122009277,Dormant,0.0,0.0,0.0,0.0,Bronze
1494-EJZDW,No,1,1,10,1,0,0,0,0,0,0,0,20.15,220.8,0,0.0,2.0,0.0,200.0,100.0,35.0,1.1187828260900615e-16,187.53,1220.31,-3.064067965306418,244.06199999999998,0.42857142857142855,2.0,1.0,0.5,7.0,19.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,1,311,Hibernating,66.66666666666667,Bronze,0.30968253968253967,0,1,1,1,0,0,1,1,0,Lapsing,0.07081229239702225,Price Sensitive,0.005,0.0,0.02,175.15020749644026,Bronze
1496-GGSUK,Yes,0,0,1,0,0,0,0,0,0,0,1,25.7,25.7,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,3957.66,619.9000000000005,1978.83,0.25,0.0,0.0,0.0,4.0,51.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,111,Lost Customers,0.0,Bronze,0.09277777777777778,0,1,1,0,0,0,0,0,0,New At-Risk,0.9796977639198303,At Risk Heavyweights,0.0,0.0,0.0,0.0,Bronze
1498-DQNRX,No,1,0,29,1,0,0,0,0,0,0,0,19.85,573.05,0,1.0,9.0,1000.0,9100.0,1011.1111111111111,17.0,2.3017027466415705,845.03,3183.15,2.469502341920375,353.68333333333334,0.4,1.0,0.0,0.0,30.0,8.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4,3,4,434,Loyal Customers,3033.3333333333335,Platinum,0.2533333333333333,0,1,0,1,0,0,0,1,1,High Value Loyal,0.0034059223253279924,Rising Stars,0.0,0.0,0.02,9115.17941667827,Gold
1498-NHTLT,No,1,1,59,1,1,1,1,1,1,1,1,86.75,5186.0,0,2.0,2.0,300.0,300.0,150.0,4.0,5.263157894736842,383.42,943.53,3.101544028950543,314.51,0.2222222222222222,0.0,0.0,0.0,9.0,4.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,4,3,543,Loyal Customers,100.0,Bronze,0.10666666666666667,0,0,1,0,0,1,0,0,0,Active,0.05686252936720848,Loyal But Declining,0.0,1.0,0.0,297.9729670359841,Bronze
1501-SGHBW,No,0,0,2,1,0,0,0,0,0,0,0,45.85,81.0,1,0.0,1.0,0.0,1000.0,1000.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,53.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,211,Hibernating,333.3333333333333,Silver,0.3044444444444444,0,1,1,1,0,0,0,1,0,New At-Risk,0.9642499089241028,Dormant,0.0,0.0,0.985,221.34180268667149,Bronze
1502-XFCVR,No,0,0,58,1,1,1,1,0,1,1,1,106.45,6145.85,1,0.0,2.0,0.0,1000.0,500.0,60.0,1.611039871868502e-14,895.81,3785.65,-0.8699663016006753,757.13,0.3333333333333333,0.0,0.0,0.0,9.0,20.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,211,Hibernating,333.3333333333333,Silver,0.14,0,1,1,1,0,0,0,1,0,Lapsing,0.8753017783164978,Loyal But Declining,0.0,0.0,0.99,384.58106166245864,Bronze
1506-YJTYT,No,1,1,45,1,1,1,0,1,1,0,0,73.85,3371.0,0,3.0,5.0,1200.0,2300.0,460.0,18.0,-5.987717502558859,119.79,531.48,-2.0229402985074634,177.16,0.16666666666666666,2.0,0.0,0.0,12.0,17.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,5,4,454,Loyal Customers,766.6666666666666,Gold,0.10333333333333333,0,1,1,0,0,1,0,0,1,Active,0.0449044443666935,Loyal But Declining,0.0,0.84,0.015,1967.26595721658,Bronze
1508-DFXCU,No,0,0,12,1,0,0,0,0,1,0,1,81.45,912.0,0,1.0,1.0,2000.0,2000.0,2000.0,3.0,0.0,802.0699999999999,2289.33,-2.5694018058690706,381.555,0.35294117647058826,0.0,0.0,0.0,17.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,3,4,534,Loyal Customers,666.6666666666666,Silver,0.18143790849673203,0,0,1,0,0,0,0,1,0,Active,0.007468263618648052,Rising Stars,0.0,0.0,0.0,1897.6708709514824,Bronze
1513-XNPPH,No,0,0,12,1,0,0,1,1,0,1,1,89.4,1095.65,1,0.0,2.0,0.0,600.0,300.0,67.0,-50.00000000000004,0.0,803.91,0.0,803.91,0.2,0.0,0.0,0.0,5.0,37.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,111,Lost Customers,200.0,Silver,0.08222222222222222,1,1,1,1,0,0,0,0,0,Churned,0.977837324142456,Dormant,0.0,0.005,0.965,130.57616875091657,Bronze
1518-OMDIK,No,1,0,33,1,0,0,0,0,0,0,1,44.55,1462.6,0,0.0,3.0,0.0,3000.0,1000.0,46.0,-2.136989611608508e-14,1622.9,3204.58,-0.38400730313916825,801.145,0.16666666666666666,1.0,0.0,0.0,12.0,6.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,211,Hibernating,1000.0,Gold,0.10333333333333333,0,1,1,1,1,0,0,0,1,Lapsing,0.02349274791777134,Dormant,0.0,0.0,1.0,3015.5369788324506,Silver
1518-VOWAV,No,0,0,9,1,1,1,0,0,1,1,1,74.65,703.55,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1135.72,1964.1499999999999,-5.361074399809842,654.7166666666666,0.3,0.0,0.0,0.0,10.0,6.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,111,Lost Customers,0.0,Bronze,0.13444444444444445,0,1,1,0,1,0,0,0,0,Churned,0.38577863574028015,Dormant,0.0,0.0,0.0,0.059158536206392706,Bronze
1522-VVDMG,No,1,1,7,1,0,1,0,1,1,0,1,89.75,608.8,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3.0,22.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,111,Lost Customers,0.0,Bronze,0.21333333333333332,0,1,1,0,0,0,0,1,0,Churned,0.9846798777580261,Dormant,0.0,0.0,0.0,0.013131424672746835,Bronze
1525-LNLOJ,No,1,1,66,1,0,0,1,0,1,0,1,63.3,4189.7,0,2.0,8.0,200.0,900.0,112.5,6.0,-0.4540991654393721,616.75,1118.99,2.098972778633796,223.798,0.35294117647058826,2.0,2.0,1.0,17.0,6.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,4,3,543,Loyal Customers,300.0,Silver,0.481437908496732,0,0,1,0,0,1,1,1,0,Active,0.012098693288862705,Price Sensitive,0.0,0.965,0.0,915.572941472721,Bronze
1527-SXDPN,No,1,1,52,1,0,0,1,1,0,1,1,96.25,4990.25,1,0.0,2.0,0.0,200.0,100.0,35.0,1.8580186495519669e-16,132.1,624.74,-1.0437921847246874,124.94800000000001,0.2,0.0,0.0,0.0,15.0,22.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,1,1,311,Hibernating,66.66666666666667,Bronze,0.12666666666666665,0,1,1,1,0,0,0,0,0,Lapsing,0.5011088848114014,Loyal But Declining,0.0,0.0,0.01,116.31235258278512,Bronze
1530-ZTDOZ,No,1,0,49,0,1,0,0,0,1,0,0,40.65,2070.75,0,3.0,7.0,2500.0,11500.0,1642.857142857143,11.0,-36.81213465027208,864.28,5362.62,0.19084504833328572,487.5109090909091,0.2413793103448276,2.0,0.0,0.0,29.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4,5,5,455,Loyal Customers,3833.3333333333335,Platinum,0.2013026819923372,0,0,0,0,0,1,0,0,1,High Value Loyal,0.002491897903382778,High Value Active,0.0,0.0,0.0,10885.697818982895,Gold
1534-OULXE,No,1,1,61,1,1,0,0,0,0,0,1,49.7,2961.4,0,1.0,2.0,100.0,1100.0,550.0,10.0,-13.432835820895525,685.12,5033.3099999999995,-2.071077063800592,838.8849999999999,0.4444444444444444,0.0,0.0,0.0,9.0,5.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,3,3,433,Loyal Customers,366.6666666666667,Silver,0.17333333333333334,0,0,1,0,0,0,0,1,0,Active,0.02933393232524395,Rising Stars,0.0,0.0,0.0,1168.2090974355465,Bronze
1535-VTJOQ,No,0,0,24,1,0,0,0,0,0,0,0,25.15,553.0,0,2.0,5.0,10000.0,17100.0,3420.0,11.0,68.8679245283019,802.48,2341.95,1.7139318904377605,292.74375,0.3333333333333333,0.0,0.0,0.0,21.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,4,4,5,445,Loyal Customers,5700.0,Platinum,0.19333333333333333,0,0,0,0,0,1,0,1,1,High Value Loyal,0.0023955784272402525,High Value Active,0.0,0.0,0.0,17363.112214466375,Platinum
1536-HBSWP,No,0,0,1,1,0,0,0,1,0,0,1,49.9,49.9,0,1.0,1.0,100.0,100.0,100.0,13.0,0.0,698.06,698.06,-22.071666666666697,349.03,0.5,0.0,0.0,0.0,4.0,7.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,3,3,433,Loyal Customers,33.333333333333336,Bronze,0.16777777777777778,0,0,1,0,0,0,0,1,0,New At-Risk,0.9264162182807922,Rising Stars,0.0,0.0,0.0,34.24153965172702,Bronze
1536-YHDOE,No,1,1,17,1,1,0,0,1,0,0,1,62.1,1096.65,0,0.0,1.0,0.0,1000.0,1000.0,89.0,0.0,0.0,3294.77,-40.96284810126585,823.6925,0.2,0.0,0.0,0.0,10.0,6.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,111,Lost Customers,333.3333333333333,Silver,0.10444444444444445,0,1,1,1,0,0,0,0,0,Churned,0.08071133494377136,Dormant,0.0,0.0,0.94,951.9925457732546,Bronze
1539-LNKHM,No,0,0,12,1,0,0,0,0,0,0,0,20.4,266.6,0,1.0,1.0,2000.0,2000.0,2000.0,5.0,0.0,71.52,228.07,0.2969446254071658,57.0175,0.25,1.0,0.0,0.0,8.0,5.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,3,4,534,Loyal Customers,666.6666666666666,Silver,0.11055555555555555,0,0,1,0,0,0,0,0,0,Active,0.021476607769727707,Rising Stars,0.0,0.0,0.01,1836.3358737035753,Bronze
1541-ETJZO,No,0,0,1,1,0,0,1,1,0,0,0,62.05,62.05,1,0.0,1.0,0.0,500.0,500.0,89.0,0.0,739.33,967.2,10.437959183673474,483.6,0.3333333333333333,0.0,0.0,0.0,3.0,25.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,166.66666666666666,Bronze,0.11333333333333333,0,1,1,1,0,0,0,1,0,New At-Risk,0.9740879535675049,Dormant,0.0,0.0,0.01,122.80260766234639,Bronze
1543-LLLFT,Yes,1,0,61,1,0,1,1,1,1,0,1,98.3,6066.55,0,1.0,2.0,5000.0,10000.0,5000.0,11.0,-3.4937433190593385e-14,0.0,2274.68,-10.360439694656495,568.67,0.2857142857142857,0.0,0.0,0.0,7.0,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,3,5,435,Loyal Customers,3333.3333333333335,Platinum,0.11682539682539682,0,0,1,0,0,0,0,0,1,High Value Loyal,0.022131774574518204,Loyal But Declining,0.0,0.0,0.0,10199.276241830104,Gold
1544-JJMYL,No,0,0,27,1,1,0,1,1,1,0,0,69.35,1927.3,0,2.0,7.0,4000.0,21500.0,3071.4285714285716,2.0,-33.19476708644089,562.45,2540.4300000000003,-5.251763070814027,635.1075000000001,0.2777777777777778,2.0,1.0,0.5,18.0,2.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5,4,5,545,Champions,7166.666666666667,Platinum,0.31333333333333335,0,0,1,0,0,1,1,0,1,High Value Loyal,0.003639420960098505,Price Sensitive,0.0,0.005,0.0,19921.22971819237,Platinum
1545-ACTAS,No,1,1,48,1,1,0,1,0,1,1,1,99.7,4977.2,0,0.0,1.0,0.0,500.0,500.0,54.0,0.0,5878.41,8520.11,29.409088732120903,2130.0275,0.5714285714285714,0.0,0.0,0.0,7.0,6.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,211,Hibernating,166.66666666666666,Bronze,0.20253968253968252,0,1,1,1,1,0,0,1,0,Lapsing,0.04527227580547333,Loyal But Declining,0.0,0.0,0.015,425.7571191229056,Bronze
1545-JFUML,No,1,0,71,1,1,1,1,0,1,0,1,99.0,6994.6,0,0.0,2.0,0.0,2000.0,1000.0,36.0,1.5369204948622296e-15,264.69,586.3299999999999,-1.0169642857142844,293.16499999999996,0.0,0.0,0.0,0.0,7.0,8.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,211,Hibernating,666.6666666666666,Silver,0.031111111111111114,0,1,1,1,0,0,0,0,0,Lapsing,0.1691223680973053,Loyal But Declining,0.0,0.0,1.0,1666.1104311455344,Bronze
1548-ARAGG,No,1,1,4,1,0,1,0,1,0,0,1,58.5,224.85,0,1.0,3.0,5000.0,15000.0,5000.0,23.0,2.6907842498804285e-16,1823.67,6537.3099999999995,5.163770441771156,817.1637499999999,0.4375,0.0,0.0,0.0,16.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,3,5,335,Loyal Customers,5000.0,Platinum,0.2023611111111111,0,1,1,0,1,0,0,1,1,Active,0.007641566451638937,Rising Stars,0.0,0.0,0.98,15589.00330065471,Platinum
1548-FEHVL,No,1,0,61,1,1,1,0,0,1,1,1,106.2,6375.2,0,0.0,1.0,0.0,1000.0,1000.0,82.0,0.0,0.0,1054.1599999999999,-9.313333333333304,527.0799999999999,0.4444444444444444,0.0,0.0,0.0,9.0,2.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,111,Lost Customers,333.3333333333333,Silver,0.17333333333333334,0,1,1,1,0,0,0,1,0,Churned,0.2461651712656021,Dormant,0.0,0.0,0.995,795.4391074150485,Bronze
1550-EENBN,No,0,0,31,1,1,1,0,0,1,1,0,104.35,3205.6,0,0.0,1.0,0.0,5000.0,5000.0,59.0,0.0,4664.79,10662.83,-24.78050666533027,2132.566,0.5,1.0,0.0,0.0,8.0,8.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,211,Hibernating,1666.6666666666667,Gold,0.18555555555555556,0,1,1,1,1,0,0,1,1,Lapsing,0.12395206838846207,Dormant,0.0,0.0,1.0,3965.056689016123,Silver
1550-LOAHA,No,1,0,32,1,0,1,0,0,0,1,0,84.15,2585.95,1,0.0,3.0,0.0,5700.0,1900.0,50.0,28.75710804224207,0.0,210.81,-2.3095833333333338,105.405,0.7142857142857143,3.0,1.0,0.3333333333333333,7.0,47.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,211,Hibernating,1900.0,Platinum,0.34539682539682537,0,1,1,1,0,0,1,1,1,High Value Loyal,0.8926003575325012,Price Sensitive,0.0,0.0,1.0,1337.5794634015483,Bronze
