customer_id,event_date,event_type,recharge_amount,data_mb_used,call_duration_minutes,channel,offer_presented,offer_accepted
2969-VAPYH,2024-03-03,CALL,,,1.1,USSD,,False
2969-VAPYH,2024-03-14,RECHARGE,5000.0,,,APP,,False
2969-VAPYH,2024-03-26,DATA_SESSION,,136.73,,APP,,False
2969-VAPYH,2024-03-30,DATA_SESSION,,102.8,,APP,,False
2969-WGHQO,2024-01-01,DATA_SESSION,,456.1,,USSD,,False
2969-WGHQO,2024-01-18,RECHARGE,2000.0,,,USSD,,False
2969-WGHQO,2024-01-29,CALL,,,8.9,WEB,,False
2969-WGHQO,2024-02-01,CALL,,,7.5,APP,,False
2969-WGHQO,2024-02-17,SMS,,,,USSD,,False
2969-WGHQO,2024-02-26,DATA_SESSION,,548.13,,USSD,,False
2969-WGHQO,2024-03-02,CALL,,,8.3,APP,,False
2969-WGHQO,2024-03-29,RECHARGE,2000.0,,,APP,,False
2971-SGAFL,2024-01-04,DATA_SESSION,,512.19,,USSD,,False
2971-SGAFL,2024-01-06,SMS,,,,AGENT,,False
2971-SGAFL,2024-01-12,RECHARGE,2000.0,,,AGENT,,False
2971-SGAFL,2024-01-16,CALL,,,0.9,USSD,,False
2971-SGAFL,2024-01-24,RECHARGE,1000.0,,,USSD,,False
2971-SGAFL,2024-01-29,RECHARGE,500.0,,,USSD,,False
2971-SGAFL,2024-01-30,DATA_SESSION,,447.54,,WEB,,False
2971-SGAFL,2024-02-07,RECHARGE,2000.0,,,USSD,,False
2971-SGAFL,2024-02-11,DATA_SESSION,,572.52,,APP,,False
2971-SGAFL,2024-02-25,CALL,,,10.1,USSD,,False
2971-SGAFL,2024-02-28,SMS,,,,USSD,,False
2971-SGAFL,2024-03-01,RECHARGE,2000.0,,,USSD,,False
2971-SGAFL,2024-03-02,CALL,,,4.8,APP,,False
2971-SGAFL,2024-03-03,CALL,,,3.7,USSD,,False
2971-SGAFL,2024-03-08,DATA_SESSION,,531.74,,USSD,,False
2971-SGAFL,2024-03-12,SMS,,,,USSD,,False
2971-SGAFL,2024-03-18,DATA_SESSION,,436.53,,USSD,,False
2972-YDYUW,2024-01-04,CALL,,,7.5,USSD,,False
2972-YDYUW,2024-01-08,CALL,,,17.5,USSD,,False
2972-YDYUW,2024-01-11,CALL,,,2.0,APP,,False
2972-YDYUW,2024-01-22,RECHARGE,200.0,,,USSD,,False
2972-YDYUW,2024-01-29,RECHARGE,200.0,,,AGENT,,False
2972-YDYUW,2024-02-11,DATA_SESSION,,1267.05,,USSD,,False
2972-YDYUW,2024-02-14,CALL,,,13.1,WEB,,False
2972-YDYUW,2024-02-18,CALL,,,23.4,AGENT,,False
2972-YDYUW,2024-03-03,CALL,,,3.7,APP,,False
2972-YDYUW,2024-03-10,DATA_SESSION,,3686.66,,USSD,,False
2972-YDYUW,2024-03-14,RECHARGE,200.0,,,APP,DATA_BUNDLE_1GB,False
2972-YDYUW,2024-03-20,RECHARGE,200.0,,,AGENT,,False
2972-YDYUW,2024-03-30,DATA_SESSION,,946.71,,USSD,,False
2974-GGUXS,2024-01-03,RECHARGE,1000.0,,,APP,,False
2974-GGUXS,2024-01-09,DATA_SESSION,,637.68,,USSD,,False
2974-GGUXS,2024-02-08,DATA_SESSION,,432.83,,AGENT,,False
2974-GGUXS,2024-02-17,DATA_SESSION,,418.48,,WEB,,False
2974-GGUXS,2024-02-24,CALL,,,9.9,APP,,False
2974-GGUXS,2024-03-13,CALL,,,3.5,USSD,,False
2974-GGUXS,2024-03-24,CALL,,,1.5,USSD,,False
2974-GGUXS,2024-03-26,CALL,,,5.0,AGENT,,False
2974-GGUXS,2024-03-28,DATA_SESSION,,820.35,,USSD,,False
2974-GGUXS,2024-03-30,CALL,,,5.2,USSD,,False
2977-CEBSX,2024-01-04,CALL,,,15.9,USSD,,False
2977-CEBSX,2024-01-07,DATA_SESSION,,167.3,,APP,,False
2977-CEBSX,2024-01-13,SMS,,,,USSD,,False
2977-CEBSX,2024-01-19,RECHARGE,5000.0,,,AGENT,,False
2977-CEBSX,2024-01-20,SMS,,,,APP,,False
2977-CEBSX,2024-01-21,CALL,,,0.5,USSD,,False
2977-CEBSX,2024-02-01,DATA_SESSION,,169.59,,APP,,False
2977-CEBSX,2024-02-05,DATA_SESSION,,131.18,,AGENT,,False
2977-CEBSX,2024-02-11,RECHARGE,100.0,,,USSD,,False
2977-CEBSX,2024-03-05,CALL,,,2.3,APP,,False
2977-CEBSX,2024-03-27,DATA_SESSION,,173.87,,USSD,,False
2977-CEBSX,2024-03-28,CALL,,,0.5,AGENT,,False
2978-XXSOG,2024-01-01,DATA_SESSION,,820.97,,AGENT,,False
2978-XXSOG,2024-01-21,DATA_SESSION,,925.83,,USSD,,False
2978-XXSOG,2024-02-03,DATA_SESSION,,691.37,,USSD,,False
2978-XXSOG,2024-02-18,SMS,,,,AGENT,,False
2978-XXSOG,2024-02-26,SMS,,,,APP,,False
2978-XXSOG,2024-03-14,DATA_SESSION,,838.83,,USSD,,False
2978-XXSOG,2024-03-16,DATA_SESSION,,747.66,,AGENT,,False
2978-XXSOG,2024-03-20,RECHARGE,500.0,,,APP,,False
2979-SXESE,2024-01-06,RECHARGE,1000.0,,,AGENT,,False
2979-SXESE,2024-01-19,SMS,,,,APP,,False
2979-SXESE,2024-01-23,DATA_SESSION,,473.76,,USSD,,False
2979-SXESE,2024-02-28,DATA_SESSION,,566.05,,USSD,,False
2979-SXESE,2024-03-01,RECHARGE,500.0,,,APP,,False
2979-SXESE,2024-03-12,CALL,,,4.1,USSD,,False
2982-IHMFT,2024-01-01,DATA_SESSION,,214.63,,AGENT,,False
2982-IHMFT,2024-01-13,DATA_SESSION,,322.57,,APP,,False
2982-IHMFT,2024-01-14,RECHARGE,200.0,,,USSD,VOICE_TOPUP_100,False
2982-IHMFT,2024-01-20,RECHARGE,200.0,,,USSD,,False
2982-IHMFT,2024-02-08,CALL,,,11.5,USSD,,False
2982-IHMFT,2024-02-13,SMS,,,,APP,,False
2982-IHMFT,2024-02-24,RECHARGE,200.0,,,AGENT,DATA_BUNDLE_5GB,False
2982-IHMFT,2024-03-02,RECHARGE,200.0,,,USSD,,False
2982-IHMFT,2024-03-09,RECHARGE,100.0,,,USSD,,False
2982-IHMFT,2024-03-11,CALL,,,5.7,APP,,False
2982-VPSGI,2024-01-10,DATA_SESSION,,405.35,,USSD,,False
2982-VPSGI,2024-01-23,DATA_SESSION,,288.65,,AGENT,,False
2982-VPSGI,2024-01-29,RECHARGE,200.0,,,APP,DATA_BUNDLE_5GB,False
2982-VPSGI,2024-02-02,DATA_SESSION,,229.66,,USSD,,False
2982-VPSGI,2024-02-05,CALL,,,3.1,APP,,False
2982-VPSGI,2024-02-09,DATA_SESSION,,200.54,,WEB,,False
2982-VPSGI,2024-02-11,SMS,,,,USSD,,False
2982-VPSGI,2024-02-26,RECHARGE,5000.0,,,AGENT,,False
2982-VPSGI,2024-03-15,DATA_SESSION,,237.09,,APP,,False
2983-ZANRP,2024-01-15,SMS,,,,USSD,,False
2983-ZANRP,2024-02-03,DATA_SESSION,,416.86,,APP,,False
2983-ZANRP,2024-02-11,DATA_SESSION,,363.81,,USSD,,False
2983-ZANRP,2024-02-13,RECHARGE,2000.0,,,AGENT,DATA_BUNDLE_1GB,False
2983-ZANRP,2024-02-19,CALL,,,1.4,AGENT,,False
2984-AFWNC,2024-01-07,RECHARGE,500.0,,,USSD,LOYALTY_BONUS,False
2984-AFWNC,2024-01-28,CALL,,,10.1,USSD,,False
2984-AFWNC,2024-02-28,RECHARGE,500.0,,,WEB,,False
2984-AFWNC,2024-03-06,SMS,,,,USSD,,False
2984-MIIZL,2024-01-14,RECHARGE,5000.0,,,USSD,,False
2984-MIIZL,2024-02-26,CALL,,,1.2,USSD,,False
2984-MIIZL,2024-02-28,DATA_SESSION,,648.69,,USSD,,False
2984-MIIZL,2024-03-08,SMS,,,,USSD,,False
2984-RGEYA,2024-01-02,DATA_SESSION,,862.25,,AGENT,,False
2984-RGEYA,2024-01-03,DATA_SESSION,,846.98,,USSD,,False
2984-RGEYA,2024-02-05,CALL,,,2.4,USSD,,False
2984-RGEYA,2024-02-09,CALL,,,15.3,USSD,,False
2984-RGEYA,2024-02-10,DATA_SESSION,,3388.79,,USSD,,False
2984-RGEYA,2024-02-13,RECHARGE,5000.0,,,USSD,,False
2984-RGEYA,2024-02-20,DATA_SESSION,,1154.41,,APP,,False
2984-RGEYA,2024-02-21,RECHARGE,2000.0,,,USSD,,False
2984-RGEYA,2024-02-26,RECHARGE,200.0,,,APP,,False
2984-RGEYA,2024-02-29,SMS,,,,APP,,False
2984-RGEYA,2024-03-06,RECHARGE,5000.0,,,APP,,False
2984-RGEYA,2024-03-27,DATA_SESSION,,959.93,,APP,,False
2984-TBYKU,2024-01-05,SMS,,,,USSD,,False
2984-TBYKU,2024-01-07,RECHARGE,2000.0,,,USSD,WEEKEND_DATA,False
2984-TBYKU,2024-01-11,RECHARGE,1000.0,,,APP,,False
2984-TBYKU,2024-01-12,CALL,,,0.5,USSD,,False
2984-TBYKU,2024-01-30,RECHARGE,1000.0,,,USSD,,False
2984-TBYKU,2024-02-18,SMS,,,,USSD,,False
2984-TBYKU,2024-02-28,DATA_SESSION,,87.86,,USSD,,False
2984-TBYKU,2024-03-11,DATA_SESSION,,192.26,,AGENT,,False
2984-TBYKU,2024-03-12,DATA_SESSION,,151.38,,USSD,,False
2984-TBYKU,2024-03-30,CALL,,,13.1,WEB,,False
2985-FMWYF,2024-01-01,DATA_SESSION,,1011.72,,USSD,,False
2985-FMWYF,2024-01-03,DATA_SESSION,,351.94,,APP,,False
2985-FMWYF,2024-01-04,RECHARGE,5000.0,,,USSD,DATA_BUNDLE_1GB,False
2985-FMWYF,2024-01-07,CALL,,,12.8,USSD,,False
2985-FMWYF,2024-01-10,CALL,,,1.9,APP,,False
2985-FMWYF,2024-01-11,DATA_SESSION,,295.79,,USSD,,False
2985-FMWYF,2024-01-15,SMS,,,,USSD,,False
2985-FMWYF,2024-01-18,CALL,,,3.9,USSD,,False
2985-FMWYF,2024-01-30,CALL,,,6.1,AGENT,,False
2985-FMWYF,2024-01-31,RECHARGE,5000.0,,,APP,,False
2985-FMWYF,2024-02-01,DATA_SESSION,,490.74,,USSD,,False
2985-FMWYF,2024-02-02,CALL,,,10.4,APP,,False
2985-FMWYF,2024-02-04,CALL,,,13.2,USSD,,False
2985-FMWYF,2024-02-07,RECHARGE,5000.0,,,USSD,,False
2985-FMWYF,2024-02-08,DATA_SESSION,,601.1,,USSD,,False
2985-FMWYF,2024-02-09,CALL,,,0.8,USSD,,False
2985-FMWYF,2024-02-10,RECHARGE,5000.0,,,APP,,False
2985-FMWYF,2024-02-12,DATA_SESSION,,814.91,,AGENT,,False
2985-FMWYF,2024-02-13,DATA_SESSION,,914.06,,AGENT,,False
2985-FMWYF,2024-02-17,RECHARGE,5000.0,,,APP,,False
2985-FMWYF,2024-02-18,DATA_SESSION,,518.01,,USSD,,False
2985-FMWYF,2024-02-19,DATA_SESSION,,795.14,,WEB,,False
2985-FMWYF,2024-02-20,DATA_SESSION,,789.71,,APP,,False
2985-FMWYF,2024-02-23,RECHARGE,5000.0,,,USSD,VOICE_TOPUP_100,False
2985-FMWYF,2024-02-28,RECHARGE,100.0,,,USSD,,False
2985-FMWYF,2024-03-04,DATA_SESSION,,564.64,,AGENT,,False
2985-FMWYF,2024-03-05,DATA_SESSION,,954.33,,USSD,,False
2985-FMWYF,2024-03-06,RECHARGE,5000.0,,,USSD,,False
2985-FMWYF,2024-03-14,DATA_SESSION,,694.83,,USSD,,False
2985-FMWYF,2024-03-15,CALL,,,3.5,AGENT,,False
2985-FMWYF,2024-03-17,DATA_SESSION,,712.34,,USSD,,False
2985-FMWYF,2024-03-20,RECHARGE,5000.0,,,APP,DATA_BUNDLE_5GB,True
2985-FMWYF,2024-03-21,CALL,,,8.6,USSD,,False
2985-FMWYF,2024-03-22,DATA_SESSION,,896.53,,USSD,,False
2985-FMWYF,2024-03-25,DATA_SESSION,,969.6,,APP,,False
2985-FMWYF,2024-03-27,DATA_SESSION,,801.41,,USSD,,False
2985-FMWYF,2024-03-29,CALL,,,1.0,WEB,,False
2985-FMWYF,2024-03-30,CALL,,,1.4,AGENT,,False
2985-JUUBZ,2024-01-05,CALL,,,0.6,USSD,,False
2985-JUUBZ,2024-01-31,CALL,,,8.9,AGENT,,False
2985-JUUBZ,2024-02-01,SMS,,,,USSD,,False
2985-JUUBZ,2024-03-04,DATA_SESSION,,1009.3,,USSD,,False
2985-JUUBZ,2024-03-23,CALL,,,2.7,APP,,False
2987-BJXIK,2024-01-18,DATA_SESSION,,506.21,,APP,,False
2987-BJXIK,2024-01-29,RECHARGE,2000.0,,,APP,,False
2987-BJXIK,2024-02-21,CALL,,,7.3,USSD,,False
2987-BJXIK,2024-02-23,DATA_SESSION,,956.02,,APP,,False
2987-BJXIK,2024-03-08,CALL,,,11.1,USSD,,False
2987-BJXIK,2024-03-16,CALL,,,0.5,APP,,False
2987-BJXIK,2024-03-25,RECHARGE,2000.0,,,USSD,,False
2988-GBIVW,2024-01-01,CALL,,,11.5,APP,,False
2988-GBIVW,2024-01-05,CALL,,,8.5,WEB,,False
2988-GBIVW,2024-01-10,CALL,,,6.1,USSD,,False
2988-GBIVW,2024-01-14,DATA_SESSION,,433.87,,USSD,,False
2988-GBIVW,2024-01-16,DATA_SESSION,,440.72,,USSD,,False
2988-GBIVW,2024-01-17,DATA_SESSION,,370.64,,APP,,False
2988-GBIVW,2024-01-18,CALL,,,0.5,USSD,,False
2988-GBIVW,2024-01-25,DATA_SESSION,,384.67,,USSD,,False
2988-GBIVW,2024-01-29,RECHARGE,5000.0,,,USSD,,False
2988-GBIVW,2024-02-02,RECHARGE,200.0,,,USSD,,False
2988-GBIVW,2024-02-03,SMS,,,,USSD,,False
2988-GBIVW,2024-02-15,DATA_SESSION,,424.02,,USSD,,False
2988-GBIVW,2024-03-22,DATA_SESSION,,486.6,,USSD,,False
2988-PLAHS,2024-01-01,RECHARGE,100.0,,,USSD,,False
2988-PLAHS,2024-01-02,CALL,,,2.8,USSD,,False
2988-PLAHS,2024-01-04,DATA_SESSION,,499.41,,APP,,False
2988-PLAHS,2024-01-05,CALL,,,7.3,APP,,False
2988-PLAHS,2024-01-06,RECHARGE,500.0,,,AGENT,,False
2988-PLAHS,2024-01-10,CALL,,,22.3,USSD,,False
2988-PLAHS,2024-01-12,CALL,,,22.0,USSD,,False
2988-PLAHS,2024-01-23,CALL,,,4.5,APP,,False
2988-PLAHS,2024-01-27,DATA_SESSION,,373.33,,USSD,,False
2988-PLAHS,2024-01-28,CALL,,,10.3,USSD,,False
2988-PLAHS,2024-02-08,DATA_SESSION,,231.51,,APP,,False
2988-PLAHS,2024-02-13,DATA_SESSION,,208.69,,USSD,,False
2988-PLAHS,2024-02-15,RECHARGE,2000.0,,,APP,,False
2988-PLAHS,2024-02-19,DATA_SESSION,,375.34,,USSD,,False
2988-PLAHS,2024-02-20,RECHARGE,500.0,,,WEB,,False
2988-PLAHS,2024-03-05,DATA_SESSION,,595.72,,USSD,,False
2988-PLAHS,2024-03-26,RECHARGE,500.0,,,APP,DATA_BUNDLE_1GB,False
2988-QRAJY,2024-01-01,DATA_SESSION,,526.13,,APP,,False
2988-QRAJY,2024-01-20,DATA_SESSION,,615.11,,USSD,,False
2988-QRAJY,2024-01-24,DATA_SESSION,,611.59,,USSD,,False
2988-QRAJY,2024-01-27,RECHARGE,500.0,,,APP,,False
2988-QRAJY,2024-01-30,DATA_SESSION,,594.8,,APP,,False
2988-QRAJY,2024-02-05,CALL,,,18.3,WEB,,False
2988-QRAJY,2024-02-06,DATA_SESSION,,596.18,,USSD,,False
2988-QRAJY,2024-02-14,RECHARGE,500.0,,,USSD,,False
2988-QRAJY,2024-02-22,DATA_SESSION,,589.01,,APP,,False
2988-QRAJY,2024-02-26,SMS,,,,APP,,False
2988-QRAJY,2024-02-28,RECHARGE,500.0,,,USSD,VOICE_TOPUP_100,False
2988-QRAJY,2024-03-14,DATA_SESSION,,707.56,,USSD,,False
2988-QRAJY,2024-03-16,CALL,,,1.7,USSD,,False
2988-QRAJY,2024-03-18,CALL,,,2.0,USSD,,False
2988-QRAJY,2024-03-20,RECHARGE,500.0,,,USSD,DATA_BUNDLE_1GB,True
2988-QRAJY,2024-03-22,RECHARGE,500.0,,,USSD,WEEKEND_DATA,True
2988-QRAJY,2024-03-25,RECHARGE,1000.0,,,USSD,,False
2988-QRAJY,2024-03-26,DATA_SESSION,,705.08,,USSD,,False
2990-HWIML,2024-01-01,CALL,,,2.4,AGENT,,False
2990-HWIML,2024-02-10,CALL,,,15.3,USSD,,False
2990-HWIML,2024-02-18,DATA_SESSION,,293.82,,USSD,,False
2990-IAJSV,2024-01-16,RECHARGE,200.0,,,AGENT,WEEKEND_DATA,False
2990-IAJSV,2024-01-25,CALL,,,2.0,AGENT,,False
2990-IAJSV,2024-03-03,CALL,,,8.5,USSD,,False
2990-IAJSV,2024-03-04,CALL,,,4.2,AGENT,,False
2990-IAJSV,2024-03-17,RECHARGE,200.0,,,AGENT,,False
2990-IAJSV,2024-03-21,RECHARGE,5000.0,,,USSD,,False
2990-OGYTD,2024-01-10,CALL,,,1.7,APP,,False
2990-OGYTD,2024-01-14,CALL,,,2.1,APP,,False
2990-OGYTD,2024-01-15,CALL,,,1.2,USSD,,False
2990-OGYTD,2024-01-18,DATA_SESSION,,142.84,,USSD,,False
2990-OGYTD,2024-01-26,DATA_SESSION,,117.81,,USSD,,False
2990-OGYTD,2024-01-30,CALL,,,9.1,USSD,,False
2990-OGYTD,2024-02-04,DATA_SESSION,,175.33,,APP,,False
2990-OGYTD,2024-02-08,DATA_SESSION,,163.26,,APP,,False
2990-OGYTD,2024-02-11,RECHARGE,2000.0,,,USSD,LOYALTY_BONUS,False
2990-OGYTD,2024-02-12,DATA_SESSION,,167.87,,USSD,,False
2990-OGYTD,2024-02-15,RECHARGE,2000.0,,,APP,,False
2990-OGYTD,2024-02-24,DATA_SESSION,,165.06,,AGENT,,False
2990-OGYTD,2024-02-25,DATA_SESSION,,171.65,,WEB,,False
2990-OGYTD,2024-02-29,DATA_SESSION,,132.28,,APP,,False
2990-OGYTD,2024-03-02,DATA_SESSION,,165.3,,APP,,False
2990-OGYTD,2024-03-14,RECHARGE,2000.0,,,APP,VOICE_TOPUP_100,False
2990-OGYTD,2024-03-18,RECHARGE,2000.0,,,USSD,,False
2995-UPRYS,2024-01-04,CALL,,,5.8,AGENT,,False
2995-UPRYS,2024-02-03,DATA_SESSION,,1228.1,,USSD,,False
2995-UPRYS,2024-02-07,CALL,,,26.5,APP,,False
2995-UPRYS,2024-02-10,DATA_SESSION,,1137.09,,WEB,,False
2995-UPRYS,2024-02-27,DATA_SESSION,,1042.52,,USSD,,False
2995-UPRYS,2024-03-02,DATA_SESSION,,962.76,,AGENT,,False
2995-UPRYS,2024-03-11,CALL,,,3.9,APP,,False
2995-YWTCD,2024-01-03,DATA_SESSION,,115.44,,USSD,,False
2995-YWTCD,2024-01-04,RECHARGE,2000.0,,,USSD,,False
2995-YWTCD,2024-01-07,DATA_SESSION,,573.45,,USSD,,False
2995-YWTCD,2024-01-14,DATA_SESSION,,436.26,,AGENT,,False
2995-YWTCD,2024-01-15,RECHARGE,2000.0,,,APP,,False
2995-YWTCD,2024-01-25,DATA_SESSION,,113.41,,APP,,False
2995-YWTCD,2024-01-26,DATA_SESSION,,391.84,,AGENT,,False
2995-YWTCD,2024-01-27,CALL,,,4.3,APP,,False
2995-YWTCD,2024-01-29,CALL,,,11.2,WEB,,False
2995-YWTCD,2024-02-02,DATA_SESSION,,359.59,,USSD,,False
2995-YWTCD,2024-02-04,DATA_SESSION,,137.41,,WEB,,False
2995-YWTCD,2024-02-09,RECHARGE,2000.0,,,AGENT,,False
2995-YWTCD,2024-02-13,SMS,,,,USSD,,False
2995-YWTCD,2024-02-15,CALL,,,22.5,APP,,False
2995-YWTCD,2024-02-17,CALL,,,18.7,USSD,,False
2995-YWTCD,2024-02-18,DATA_SESSION,,226.6,,WEB,,False
2995-YWTCD,2024-02-20,CALL,,,18.4,USSD,,False
2995-YWTCD,2024-02-21,RECHARGE,2000.0,,,USSD,,False
2995-YWTCD,2024-02-22,SMS,,,,USSD,,False
2995-YWTCD,2024-02-25,CALL,,,9.5,APP,,False
2995-YWTCD,2024-02-28,SMS,,,,AGENT,,False
2995-YWTCD,2024-02-29,DATA_SESSION,,344.59,,APP,,False
2995-YWTCD,2024-03-01,DATA_SESSION,,355.57,,AGENT,,False
2995-YWTCD,2024-03-05,RECHARGE,1000.0,,,USSD,,False
2995-YWTCD,2024-03-12,SMS,,,,USSD,,False
2995-YWTCD,2024-03-13,DATA_SESSION,,253.68,,USSD,,False
2995-YWTCD,2024-03-16,CALL,,,7.0,APP,,False
2995-YWTCD,2024-03-20,CALL,,,7.5,USSD,,False
2995-YWTCD,2024-03-21,CALL,,,1.2,USSD,,False
2995-YWTCD,2024-03-22,DATA_SESSION,,296.59,,USSD,,False
2995-YWTCD,2024-03-29,RECHARGE,1000.0,,,AGENT,,False
2996-XAUVF,2024-01-08,DATA_SESSION,,467.03,,USSD,,False
2996-XAUVF,2024-01-11,RECHARGE,5000.0,,,AGENT,,False
2996-XAUVF,2024-01-21,RECHARGE,5000.0,,,APP,,False
2996-XAUVF,2024-01-23,CALL,,,1.3,USSD,,False
2996-XAUVF,2024-01-29,SMS,,,,AGENT,,False
2996-XAUVF,2024-01-30,DATA_SESSION,,794.31,,APP,,False
2996-XAUVF,2024-02-03,CALL,,,19.0,USSD,,False
2996-XAUVF,2024-02-04,RECHARGE,5000.0,,,APP,,False
2996-XAUVF,2024-02-08,RECHARGE,5000.0,,,USSD,,False
2996-XAUVF,2024-02-15,CALL,,,15.2,USSD,,False
2996-XAUVF,2024-02-21,CALL,,,8.3,APP,,False
2996-XAUVF,2024-02-22,DATA_SESSION,,589.15,,AGENT,,False
2996-XAUVF,2024-03-06,DATA_SESSION,,388.08,,APP,,False
2996-XAUVF,2024-03-10,CALL,,,18.3,AGENT,,False
2996-XAUVF,2024-03-12,CALL,,,14.3,APP,,False
2999-AANRQ,2024-01-01,CALL,,,7.1,USSD,,False
2999-AANRQ,2024-01-08,CALL,,,2.4,AGENT,,False
2999-AANRQ,2024-02-13,CALL,,,15.1,APP,,False
2999-AANRQ,2024-02-14,SMS,,,,USSD,,False
2999-AANRQ,2024-03-03,RECHARGE,200.0,,,APP,,False
2999-AANRQ,2024-03-25,DATA_SESSION,,68.87,,APP,,False
3001-CBHLQ,2024-01-01,SMS,,,,APP,,False
3001-CBHLQ,2024-01-02,DATA_SESSION,,204.73,,USSD,,False
3001-CBHLQ,2024-01-13,RECHARGE,100.0,,,USSD,,False
3001-CBHLQ,2024-01-27,DATA_SESSION,,103.14,,APP,,False
3001-CBHLQ,2024-02-11,CALL,,,3.8,USSD,,False
3001-CBHLQ,2024-02-20,SMS,,,,USSD,,False
3001-CBHLQ,2024-03-13,DATA_SESSION,,70.17,,APP,,False
3001-UNBTL,2024-01-02,CALL,,,0.5,APP,,False
3001-UNBTL,2024-01-04,RECHARGE,200.0,,,APP,DATA_BUNDLE_1GB,True
3001-UNBTL,2024-01-07,DATA_SESSION,,425.31,,USSD,,False
3001-UNBTL,2024-01-09,DATA_SESSION,,925.85,,WEB,,False
3001-UNBTL,2024-01-11,DATA_SESSION,,322.46,,USSD,,False
3001-UNBTL,2024-01-14,DATA_SESSION,,818.36,,USSD,,False
3001-UNBTL,2024-01-20,CALL,,,0.5,USSD,,False
3001-UNBTL,2024-01-22,DATA_SESSION,,866.63,,USSD,,False
3001-UNBTL,2024-01-24,DATA_SESSION,,1122.18,,USSD,,False
3001-UNBTL,2024-01-29,DATA_SESSION,,942.84,,APP,,False
3001-UNBTL,2024-02-10,DATA_SESSION,,927.51,,USSD,,False
3001-UNBTL,2024-02-13,RECHARGE,500.0,,,USSD,,False
3001-UNBTL,2024-02-17,DATA_SESSION,,447.39,,USSD,,False
3001-UNBTL,2024-02-18,RECHARGE,100.0,,,APP,,False
3001-UNBTL,2024-02-26,DATA_SESSION,,1040.1,,USSD,,False
3001-UNBTL,2024-02-28,DATA_SESSION,,929.85,,APP,,False
3001-UNBTL,2024-03-01,DATA_SESSION,,807.81,,APP,,False
3001-UNBTL,2024-03-08,DATA_SESSION,,680.72,,USSD,,False
3001-UNBTL,2024-03-09,SMS,,,,APP,,False
3001-UNBTL,2024-03-10,CALL,,,62.2,APP,,False
3001-UNBTL,2024-03-25,DATA_SESSION,,76.27,,USSD,,False
3002-WQZWT,2024-01-03,DATA_SESSION,,205.56,,USSD,,False
3002-WQZWT,2024-01-06,CALL,,,6.2,USSD,,False
3002-WQZWT,2024-01-07,CALL,,,5.5,USSD,,False
3002-WQZWT,2024-01-08,DATA_SESSION,,216.8,,USSD,,False
3002-WQZWT,2024-01-14,DATA_SESSION,,174.01,,USSD,,False
3002-WQZWT,2024-01-15,DATA_SESSION,,344.61,,APP,,False
3002-WQZWT,2024-01-16,RECHARGE,1000.0,,,USSD,WEEKEND_DATA,False
3002-WQZWT,2024-01-17,RECHARGE,1000.0,,,APP,,False
3002-WQZWT,2024-01-18,SMS,,,,USSD,,False
3002-WQZWT,2024-01-29,DATA_SESSION,,167.63,,APP,,False
3002-WQZWT,2024-01-30,CALL,,,3.2,USSD,,False
3002-WQZWT,2024-02-01,CALL,,,4.5,APP,,False
3002-WQZWT,2024-02-02,DATA_SESSION,,120.41,,APP,,False
3002-WQZWT,2024-02-04,SMS,,,,APP,,False
3002-WQZWT,2024-02-11,DATA_SESSION,,259.2,,USSD,,False
3002-WQZWT,2024-02-12,DATA_SESSION,,221.91,,APP,,False
3002-WQZWT,2024-02-18,DATA_SESSION,,218.18,,USSD,,False
3002-WQZWT,2024-02-23,CALL,,,7.6,USSD,,False
3002-WQZWT,2024-02-27,CALL,,,0.5,APP,,False
3002-WQZWT,2024-03-02,DATA_SESSION,,218.83,,APP,,False
3002-WQZWT,2024-03-05,DATA_SESSION,,238.38,,AGENT,,False
3002-WQZWT,2024-03-06,CALL,,,14.3,USSD,,False
3002-WQZWT,2024-03-07,CALL,,,5.3,USSD,,False
3002-WQZWT,2024-03-08,DATA_SESSION,,269.55,,USSD,,False
3002-WQZWT,2024-03-10,DATA_SESSION,,212.87,,USSD,,False
3002-WQZWT,2024-03-12,CALL,,,1.7,AGENT,,False
3002-WQZWT,2024-03-14,CALL,,,11.9,APP,,False
3002-WQZWT,2024-03-16,DATA_SESSION,,222.52,,AGENT,,False
3002-WQZWT,2024-03-20,RECHARGE,2000.0,,,APP,,False
3002-WQZWT,2024-03-24,DATA_SESSION,,105.28,,USSD,,False
3002-WQZWT,2024-03-26,CALL,,,6.2,AGENT,,False
3002-WQZWT,2024-03-28,CALL,,,12.5,AGENT,,False
3002-WQZWT,2024-03-30,DATA_SESSION,,291.82,,USSD,,False
3003-CMDUU,2024-01-10,DATA_SESSION,,210.47,,APP,,False
3003-CMDUU,2024-01-23,DATA_SESSION,,283.12,,APP,,False
3003-CMDUU,2024-02-09,DATA_SESSION,,354.46,,USSD,,False
3003-CMDUU,2024-03-05,RECHARGE,1000.0,,,APP,,False
3003-CMDUU,2024-03-18,DATA_SESSION,,464.08,,APP,,False
3005-NFMTA,2024-01-01,DATA_SESSION,,436.97,,APP,,False
3005-NFMTA,2024-01-10,CALL,,,6.6,USSD,,False
3005-NFMTA,2024-01-14,CALL,,,0.5,USSD,,False
3005-NFMTA,2024-02-08,RECHARGE,2000.0,,,APP,LOYALTY_BONUS,False
3005-NFMTA,2024-02-27,RECHARGE,2000.0,,,USSD,,False
