customer_id,campaign_name,segment_label,rfm_segment,churn_risk_score,propensity_score,clv_tier,recommended_offer,recommended_channel,priority_score,estimated_response_rate,retention_budget
5494-WOZRZ,loyalty_reward,High Value Active,Loyal Customers,0.0020141475833952427,0.1591779103316266,Gold,Exclusive Bundle Discount,USSD,0.1591779103316266,0.03,Standard
8946-BFWSG,loyalty_reward,Price Sensitive,Champions,0.002986850216984749,0.15915494168841388,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15915494168841388,0.03,Standard
9777-IQHWP,loyalty_reward,High Value Active,Champions,0.01149530615657568,0.1589843619255042,Gold,Exclusive Bundle Discount,USSD,0.1589843619255042,0.03,Standard
8313-AFGBW,loyalty_reward,High Value Active,Champions,0.002317359670996666,0.15881340722151538,Gold,Exclusive Bundle Discount,USSD,0.15881340722151538,0.03,Standard
9473-CBZOP,loyalty_reward,Price Sensitive,Loyal Customers,0.002750772750005126,0.15842287670573393,Gold,Exclusive Bundle Discount,USSD,0.15842287670573393,0.03,Standard
8631-XVRZL,loyalty_reward,High Value Active,Champions,0.002829652978107333,0.15836165707431507,Gold,Exclusive Bundle Discount,USSD,0.15836165707431507,0.03,Standard
0621-TSSMU,loyalty_reward,Price Sensitive,Champions,0.0023476567585021257,0.1582787394729764,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1582787394729764,0.03,Standard
2888-ADFAO,loyalty_reward,Rising Stars,Champions,0.01065806020051241,0.15818998242292162,Gold,Exclusive Bundle Discount,USSD,0.15818998242292162,0.03,Standard
7850-VWJUU,loyalty_reward,High Value Active,Champions,0.002193187829107046,0.15808285166644032,Gold,Exclusive Bundle Discount,USSD,0.15808285166644032,0.03,Standard
1154-HYWWO,loyalty_reward,High Value Active,Champions,0.005737012717872858,0.1580196698187546,Gold,Exclusive Bundle Discount,USSD,0.1580196698187546,0.03,Standard
8920-NAVAY,loyalty_reward,High Value Active,Champions,0.003538982244208455,0.15780458097982503,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15780458097982503,0.03,Standard
8958-JPTRR,loyalty_reward,Rising Stars,Loyal Customers,0.06726551055908203,0.15756942964080337,Gold,Exclusive Bundle Discount,USSD,0.15756942964080337,0.03,Standard
4565-EVZMJ,loyalty_reward,Rising Stars,Loyal Customers,0.005014088936150074,0.15743530122602092,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15743530122602092,0.03,Standard
7321-ZNSLA,loyalty_reward,High Value Active,Champions,0.0037249617744237185,0.15721527788865958,Gold,Exclusive Bundle Discount,USSD,0.15721527788865958,0.03,Standard
1862-QRWPE,loyalty_reward,Rising Stars,Champions,0.005050544161349535,0.1571025898906548,Gold,Exclusive Bundle Discount,USSD,0.1571025898906548,0.03,Standard
4813-HQMGZ,loyalty_reward,Rising Stars,Loyal Customers,0.09863711893558502,0.15701904412673898,Gold,Exclusive Bundle Discount,USSD,0.15701904412673898,0.03,Standard
3097-PYWXL,loyalty_reward,Rising Stars,Champions,0.03305358439683914,0.15692067478189095,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15692067478189095,0.03,Standard
9372-TXXPS,loyalty_reward,Price Sensitive,Loyal Customers,0.007746056653559208,0.1568857117305052,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1568857117305052,0.03,Standard
6461-SZMCV,loyalty_reward,Loyal But Declining,Champions,0.007051671389490366,0.15686988835043977,Gold,Exclusive Bundle Discount,USSD,0.15686988835043977,0.03,Standard
3629-WEAAM,loyalty_reward,High Value Active,Loyal Customers,0.016039755195379257,0.15652720765788736,Gold,Exclusive Bundle Discount,USSD,0.15652720765788736,0.03,Standard
2808-CHTDM,loyalty_reward,High Value Active,Champions,0.003958566579967737,0.1561725000230241,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1561725000230241,0.03,Standard
2474-LCNUE,loyalty_reward,High Value Active,Loyal Customers,0.004330622032284737,0.155875099499067,Gold,Exclusive Bundle Discount,USSD,0.155875099499067,0.03,Standard
1098-TDVUQ,loyalty_reward,Price Sensitive,Champions,0.005674584768712521,0.1552457308651035,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1552457308651035,0.03,Standard
3244-CQPHU,loyalty_reward,Loyal But Declining,Champions,0.004786153323948383,0.15524374447509445,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15524374447509445,0.03,Standard
8910-LEDAG,loyalty_reward,High Value Active,Champions,0.0022968221455812454,0.15520527794897346,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15520527794897346,0.03,Standard
6394-HHHZM,loyalty_reward,High Value Active,Champions,0.002805868396535516,0.15484769999308726,Gold,Exclusive Bundle Discount,USSD,0.15484769999308726,0.03,Standard
3588-WSTTJ,loyalty_reward,Price Sensitive,Loyal Customers,0.0035368523094803095,0.1541169611641482,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1541169611641482,0.03,Standard
8226-BXGES,loyalty_reward,High Value Active,Champions,0.002863861620426178,0.1539802208831491,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1539802208831491,0.03,Standard
1100-DDVRV,loyalty_reward,High Value Active,Loyal Customers,0.0051425425335764885,0.1535206037794639,Gold,Exclusive Bundle Discount,USSD,0.1535206037794639,0.03,Standard
3317-VLGQT,loyalty_reward,Price Sensitive,Loyal Customers,0.02645535208284855,0.15344723480235967,Gold,Exclusive Bundle Discount,USSD,0.15344723480235967,0.03,Standard
5067-DGXLL,loyalty_reward,Rising Stars,Loyal Customers,0.004718084819614887,0.15323696390562275,Gold,Exclusive Bundle Discount,USSD,0.15323696390562275,0.03,Standard
3453-RTHJQ,loyalty_reward,Rising Stars,Loyal Customers,0.12004122883081436,0.15319861744727528,Gold,Exclusive Bundle Discount,OUTBOUND_CALL,0.15319861744727528,0.03,Standard
2038-OEQZH,loyalty_reward,High Value Active,Champions,0.0046175625175237656,0.1528640909341426,Gold,Exclusive Bundle Discount,USSD,0.1528640909341426,0.03,Standard
7016-NVRIC,loyalty_reward,High Value Active,Loyal Customers,0.0031647663563489914,0.15285762397059705,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15285762397059705,0.03,Standard
2277-VWCNI,loyalty_reward,Price Sensitive,Loyal Customers,0.004938439931720495,0.1527689642052199,Gold,Exclusive Bundle Discount,USSD,0.1527689642052199,0.03,Standard
8434-PNQZX,loyalty_reward,High Value Active,Champions,0.004450295586138964,0.15267046156533942,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15267046156533942,0.03,Standard
9752-ZNQUT,loyalty_reward,High Value Active,Champions,0.0028899465687572956,0.1521119868039739,Gold,Exclusive Bundle Discount,USSD,0.1521119868039739,0.03,Standard
9867-JCZSP,loyalty_reward,Rising Stars,Loyal Customers,0.016049474477767944,0.15192978858812703,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15192978858812703,0.03,Standard
0487-CRLZF,loyalty_reward,Price Sensitive,Loyal Customers,0.00250339787453413,0.15145115545546708,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.15145115545546708,0.03,Standard
8792-AOROI,loyalty_reward,Rising Stars,Loyal Customers,0.04104062169790268,0.1509057049201311,Gold,Exclusive Bundle Discount,USSD,0.1509057049201311,0.03,Standard
7365-BVCJH,loyalty_reward,High Value Active,Loyal Customers,0.0078837675973773,0.1509013153043501,Gold,Exclusive Bundle Discount,USSD,0.1509013153043501,0.03,Standard
3594-BDSOA,loyalty_reward,Price Sensitive,Loyal Customers,0.013049574568867683,0.1506330389857091,Gold,Exclusive Bundle Discount,USSD,0.1506330389857091,0.03,Standard
9200-NLNPD,loyalty_reward,At Risk Heavyweights,Loyal Customers,0.0042124525643885136,0.15046220502567034,Gold,Exclusive Bundle Discount,OUTBOUND_CALL,0.15046220502567034,0.03,Standard
2478-EEWWM,loyalty_reward,High Value Active,Loyal Customers,0.0026224746834486723,0.150409702543317,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.150409702543317,0.03,Standard
4623-ZKHLY,loyalty_reward,Rising Stars,Champions,0.0027483003214001656,0.1503623078304274,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1503623078304274,0.03,Standard
3312-UUMZW,loyalty_reward,Loyal But Declining,Loyal Customers,0.009438848122954369,0.1500238332765487,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1500238332765487,0.03,Standard
9289-LBQVU,loyalty_reward,High Value Active,Loyal Customers,0.0033774934709072113,0.14987483431085433,Gold,Exclusive Bundle Discount,USSD,0.14987483431085433,0.03,Standard
1064-FBXNK,loyalty_reward,Rising Stars,Loyal Customers,0.010235073044896126,0.1496293528111606,Gold,Exclusive Bundle Discount,USSD,0.1496293528111606,0.03,Standard
8541-QVFKM,loyalty_reward,High Value Active,Champions,0.002608807059004903,0.14956522300062777,Gold,Exclusive Bundle Discount,USSD,0.14956522300062777,0.03,Standard
0787-LHDYT,loyalty_reward,Rising Stars,Loyal Customers,0.007931864820420742,0.14901787931812593,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14901787931812593,0.03,Standard
5144-PQCDZ,loyalty_reward,Rising Stars,Loyal Customers,0.004183290526270866,0.14832854550136262,Gold,Exclusive Bundle Discount,OUTBOUND_CALL,0.14832854550136262,0.03,Standard
1470-PSXNM,loyalty_reward,Loyal But Declining,Loyal Customers,0.1043931245803833,0.14825648855240875,Gold,Exclusive Bundle Discount,USSD,0.14825648855240875,0.03,Standard
7445-WMRBW,loyalty_reward,High Value Active,Champions,0.002135781105607748,0.1480201265767068,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1480201265767068,0.03,Standard
8734-FNWVH,loyalty_reward,Rising Stars,Loyal Customers,0.013903745450079441,0.14790720186504347,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14790720186504347,0.03,Standard
9544-PYPSJ,loyalty_reward,Loyal But Declining,Champions,0.0361659973859787,0.14784322129669508,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14784322129669508,0.03,Standard
0057-QBUQH,loyalty_reward,Rising Stars,Loyal Customers,0.018860794603824615,0.147504604683991,Gold,Exclusive Bundle Discount,USSD,0.147504604683991,0.03,Standard
5016-IBERQ,loyalty_reward,Rising Stars,Loyal Customers,0.006050753407180309,0.147081664422832,Gold,Exclusive Bundle Discount,USSD,0.147081664422832,0.03,Standard
4397-FRLTA,loyalty_reward,High Value Active,Champions,0.0020312615670263767,0.1469794284976913,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1469794284976913,0.03,Standard
4277-UDIEF,loyalty_reward,High Value Active,Loyal Customers,0.006517393980175257,0.14686196562292442,Gold,Exclusive Bundle Discount,USSD,0.14686196562292442,0.03,Standard
3727-OWVYD,loyalty_reward,Price Sensitive,Loyal Customers,0.002723562764003873,0.14684088239837653,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14684088239837653,0.03,Standard
4256-ZWTZI,loyalty_reward,Rising Stars,Loyal Customers,0.011065113358199596,0.14596957550234374,Gold,Exclusive Bundle Discount,USSD,0.14596957550234374,0.03,Standard
7247-XOZPB,loyalty_reward,High Value Active,Champions,0.002123972401022911,0.1458730251810139,Gold,Exclusive Bundle Discount,USSD,0.1458730251810139,0.03,Standard
4767-HZZHQ,loyalty_reward,High Value Active,Champions,0.005887768696993589,0.14535329078716985,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14535329078716985,0.03,Standard
5727-MYATE,loyalty_reward,High Value Active,Champions,0.0038755806162953377,0.14532974339837193,Gold,Exclusive Bundle Discount,USSD,0.14532974339837193,0.03,Standard
3798-EPWRR,loyalty_reward,Rising Stars,Loyal Customers,0.009431031532585621,0.14527230757670354,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14527230757670354,0.03,Standard
5968-XQIVE,loyalty_reward,High Value Active,Loyal Customers,0.006060347892343998,0.14526949215842896,Gold,Exclusive Bundle Discount,USSD,0.14526949215842896,0.03,Standard
2075-RMJIK,loyalty_reward,Price Sensitive,Champions,0.004731085151433945,0.1450257788968407,Gold,Exclusive Bundle Discount,USSD,0.1450257788968407,0.03,Standard
4189-NAKJS,loyalty_reward,Rising Stars,Loyal Customers,0.01189068891108036,0.14499041119864073,Gold,Exclusive Bundle Discount,USSD,0.14499041119864073,0.03,Standard
8573-JGCZW,loyalty_reward,High Value Active,Champions,0.003413101425394416,0.14493300626585043,Gold,Exclusive Bundle Discount,USSD,0.14493300626585043,0.03,Standard
2480-SQIOB,loyalty_reward,Price Sensitive,Champions,0.002907003043219447,0.1449315799655785,Gold,Exclusive Bundle Discount,USSD,0.1449315799655785,0.03,Standard
5567-GZKQY,loyalty_reward,High Value Active,Loyal Customers,0.0022033583372831345,0.14487090797815935,Gold,Exclusive Bundle Discount,USSD,0.14487090797815935,0.03,Standard
5917-HBSDW,loyalty_reward,High Value Active,Champions,0.0031390960793942213,0.14477972698395353,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14477972698395353,0.03,Standard
6402-SSEJG,loyalty_reward,At Risk Heavyweights,Champions,0.004194393288344145,0.14469223211654175,Gold,Exclusive Bundle Discount,USSD,0.14469223211654175,0.03,Standard
5977-CKHON,loyalty_reward,High Value Active,Champions,0.0022613992914557457,0.1446485958308403,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1446485958308403,0.03,Standard
7402-EYFXX,loyalty_reward,High Value Active,Loyal Customers,0.00343964621424675,0.14463475856843158,Gold,Exclusive Bundle Discount,USSD,0.14463475856843158,0.03,Standard
0018-NYROU,loyalty_reward,High Value Active,Champions,0.010468469001352787,0.143850847016068,Gold,Exclusive Bundle Discount,USSD,0.143850847016068,0.03,Standard
3669-WHAFY,loyalty_reward,Loyal But Declining,Loyal Customers,0.006573288235813379,0.14377590447747413,Gold,Exclusive Bundle Discount,USSD,0.14377590447747413,0.03,Standard
1998-VHJHK,loyalty_reward,Rising Stars,Loyal Customers,0.004338979721069336,0.14369530194567662,Gold,Exclusive Bundle Discount,USSD,0.14369530194567662,0.03,Standard
6745-JEFZB,loyalty_reward,High Value Active,Champions,0.0027291530277580023,0.14367264804942936,Gold,Exclusive Bundle Discount,USSD,0.14367264804942936,0.03,Standard
5022-JNQEQ,loyalty_reward,High Value Active,Champions,0.007551163900643587,0.1436454040420348,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1436454040420348,0.03,Standard
6243-OZGFH,loyalty_reward,High Value Active,Champions,0.0022338596172630787,0.1435433090309248,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1435433090309248,0.03,Standard
1932-UEDCX,loyalty_reward,Price Sensitive,Champions,0.0024287966080009937,0.1434774244152974,Gold,Exclusive Bundle Discount,USSD,0.1434774244152974,0.03,Standard
6723-WSNTY,loyalty_reward,Loyal But Declining,Loyal Customers,0.03155708312988281,0.1434016695198133,Gold,Exclusive Bundle Discount,USSD,0.1434016695198133,0.03,Standard
3470-BTGQO,loyalty_reward,Rising Stars,Champions,0.010430561378598213,0.14338685590428307,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14338685590428307,0.03,Standard
5803-NQJZO,loyalty_reward,High Value Active,Champions,0.002421603538095951,0.1433565443591206,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1433565443591206,0.03,Standard
7579-KKLOE,loyalty_reward,Loyal But Declining,Loyal Customers,0.007932483218610287,0.14315840228648016,Gold,Exclusive Bundle Discount,USSD,0.14315840228648016,0.03,Standard
0411-EZJZE,loyalty_reward,Rising Stars,Loyal Customers,0.28634586930274963,0.14314131071155345,Gold,Exclusive Bundle Discount,OUTBOUND_CALL,0.14314131071155345,0.03,Standard
7483-IQWIB,loyalty_reward,High Value Active,Loyal Customers,0.004752535372972488,0.14313697809423045,Gold,Exclusive Bundle Discount,USSD,0.14313697809423045,0.03,Standard
8623-ULFNQ,loyalty_reward,High Value Active,Champions,0.002391583053395152,0.14309070331108592,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14309070331108592,0.03,Standard
0704-VCUMB,loyalty_reward,Rising Stars,Loyal Customers,0.004137837328016758,0.14299860741622303,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14299860741622303,0.03,Standard
1629-DQQVB,loyalty_reward,High Value Active,Loyal Customers,0.0033094848040491343,0.14295453240702585,Gold,Exclusive Bundle Discount,USSD,0.14295453240702585,0.03,Standard
5985-TBABQ,loyalty_reward,Price Sensitive,Champions,0.008142519742250443,0.14286607605786406,Gold,Exclusive Bundle Discount,USSD,0.14286607605786406,0.03,Standard
7503-EPSZW,loyalty_reward,Rising Stars,Loyal Customers,0.005815852899104357,0.1428151998638619,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1428151998638619,0.03,Standard
5568-DMXZS,loyalty_reward,High Value Active,Loyal Customers,0.006493779830634594,0.14281206891179762,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14281206891179762,0.03,Standard
5075-JSDKI,loyalty_reward,Rising Stars,Loyal Customers,0.044381242245435715,0.14276964077759632,Gold,Exclusive Bundle Discount,USSD,0.14276964077759632,0.03,Standard
2732-ISEZX,loyalty_reward,Rising Stars,Loyal Customers,0.020107891410589218,0.14259421197825398,Gold,Exclusive Bundle Discount,OUTBOUND_CALL,0.14259421197825398,0.03,Standard
0661-KQHNK,loyalty_reward,Rising Stars,Champions,0.002894615288823843,0.14244488603611766,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14244488603611766,0.03,Standard
6685-GBWJZ,loyalty_reward,Price Sensitive,Champions,0.002757201436907053,0.1424209361790985,Gold,Exclusive Bundle Discount,USSD,0.1424209361790985,0.03,Standard
6128-DAFVY,loyalty_reward,At Risk Heavyweights,Loyal Customers,0.012310279533267021,0.14230580038334634,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14230580038334634,0.03,Standard
1074-WVEVG,loyalty_reward,Price Sensitive,Loyal Customers,0.0029833975713700056,0.142301607425705,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.142301607425705,0.03,Standard
2055-BFOCC,loyalty_reward,High Value Active,Loyal Customers,0.0037024603225290775,0.14223870720535697,Gold,Exclusive Bundle Discount,USSD,0.14223870720535697,0.03,Standard
2430-RRYUW,loyalty_reward,High Value Active,Champions,0.009288754314184189,0.14204054707305064,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14204054707305064,0.03,Standard
0354-VXMJC,loyalty_reward,High Value Active,Champions,0.006251485552638769,0.14183812454902975,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14183812454902975,0.03,Standard
5847-MXBEO,loyalty_reward,Rising Stars,Champions,0.005362283904105425,0.14175807517818714,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14175807517818714,0.03,Standard
9018-PCIOK,loyalty_reward,High Value Active,Champions,0.0022486771922558546,0.1417440920986797,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1417440920986797,0.03,Standard
6215-NQCPY,loyalty_reward,Loyal But Declining,Champions,0.12969262897968292,0.14166199492385007,Gold,Exclusive Bundle Discount,USSD,0.14166199492385007,0.03,Standard
4829-ZLJTK,loyalty_reward,Price Sensitive,Loyal Customers,0.04875258728861809,0.14154251110856506,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14154251110856506,0.03,Standard
1257-SXUXQ,loyalty_reward,Price Sensitive,Champions,0.035620298236608505,0.14129405628443428,Gold,Exclusive Bundle Discount,USSD,0.14129405628443428,0.03,Standard
2773-OVBPK,loyalty_reward,Loyal But Declining,Champions,0.006838658358901739,0.14098571195656628,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14098571195656628,0.03,Standard
1226-JZNKR,loyalty_reward,Rising Stars,Champions,0.007744788657873869,0.14064963031480862,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14064963031480862,0.03,Standard
2990-OGYTD,loyalty_reward,Loyal But Declining,Loyal Customers,0.015606793574988842,0.14060063612285809,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.14060063612285809,0.03,Standard
3307-TLCUD,loyalty_reward,High Value Active,Champions,0.0031526018865406513,0.1400542614217396,Gold,Exclusive Bundle Discount,USSD,0.1400542614217396,0.03,Standard
8544-GOQSH,loyalty_reward,High Value Active,Champions,0.005863659083843231,0.1400457516945938,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1400457516945938,0.03,Standard
3733-ZEECP,loyalty_reward,Price Sensitive,Loyal Customers,0.0025224173441529274,0.13992123928864703,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13992123928864703,0.03,Standard
0019-GFNTW,loyalty_reward,At Risk Heavyweights,Loyal Customers,0.0033972677774727345,0.1398791538322457,Gold,Exclusive Bundle Discount,USSD,0.1398791538322457,0.03,Standard
9314-QDMDW,loyalty_reward,Rising Stars,Champions,0.05666988343000412,0.1398043866500163,Gold,Exclusive Bundle Discount,USSD,0.1398043866500163,0.03,Standard
4811-JBUVU,loyalty_reward,High Value Active,Champions,0.003883273806422949,0.1397165773562023,Gold,Exclusive Bundle Discount,USSD,0.1397165773562023,0.03,Standard
7255-SSFBC,loyalty_reward,Loyal But Declining,Loyal Customers,0.01012740470468998,0.13957799911406601,Gold,Exclusive Bundle Discount,USSD,0.13957799911406601,0.03,Standard
7975-JMZNT,loyalty_reward,Loyal But Declining,Champions,0.0075895534828305244,0.13953107549697058,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13953107549697058,0.03,Standard
6340-DACFT,loyalty_reward,High Value Active,Champions,0.002096332609653473,0.13948060583625047,Gold,Exclusive Bundle Discount,USSD,0.13948060583625047,0.03,Standard
2882-DDZPG,loyalty_reward,Rising Stars,Champions,0.019126053899526596,0.1394675063607081,Gold,Exclusive Bundle Discount,USSD,0.1394675063607081,0.03,Standard
2296-DKZFP,loyalty_reward,Loyal But Declining,Loyal Customers,0.015619376674294472,0.13939874646372766,Gold,Exclusive Bundle Discount,USSD,0.13939874646372766,0.03,Standard
8148-WOCMK,loyalty_reward,Rising Stars,Champions,0.00968998670578003,0.13934379026247176,Gold,Exclusive Bundle Discount,USSD,0.13934379026247176,0.03,Standard
9761-XUJWD,loyalty_reward,Dormant,Loyal Customers,0.10277417302131653,0.13922648291571782,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13922648291571782,0.03,Standard
2277-BKJKN,loyalty_reward,Price Sensitive,Loyal Customers,0.0028028241358697414,0.13908544717654858,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13908544717654858,0.03,Standard
6692-YQHXC,loyalty_reward,High Value Active,Loyal Customers,0.0065164524130523205,0.13898722560244103,Gold,Exclusive Bundle Discount,USSD,0.13898722560244103,0.03,Standard
1559-DTODC,loyalty_reward,Price Sensitive,Champions,0.005857208278030157,0.1389762305054984,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1389762305054984,0.03,Standard
9705-IOVQQ,loyalty_reward,Price Sensitive,Loyal Customers,0.008451471105217934,0.13896222292577418,Gold,Exclusive Bundle Discount,USSD,0.13896222292577418,0.03,Standard
8706-HRADD,loyalty_reward,At Risk Heavyweights,Champions,0.003008280647918582,0.13882895487321747,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13882895487321747,0.03,Standard
0526-SXDJP,loyalty_reward,High Value Active,Champions,0.0022150056902319193,0.13835332766056718,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13835332766056718,0.03,Standard
7203-OYKCT,loyalty_reward,High Value Active,Champions,0.003642351133748889,0.13811697689693772,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13811697689693772,0.03,Standard
9541-PWTWO,loyalty_reward,Loyal But Declining,Loyal Customers,0.011605760082602501,0.13809633099725688,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13809633099725688,0.03,Standard
2096-XOTMO,loyalty_reward,Rising Stars,Loyal Customers,0.00556003674864769,0.1379524717812741,Gold,Exclusive Bundle Discount,USSD,0.1379524717812741,0.03,Standard
5419-JKZNQ,loyalty_reward,Price Sensitive,Loyal Customers,0.016345439478754997,0.13787704437166243,Gold,Exclusive Bundle Discount,USSD,0.13787704437166243,0.03,Standard
9167-APMXZ,loyalty_reward,Price Sensitive,Loyal Customers,0.02149450220167637,0.13781283246149476,Gold,Exclusive Bundle Discount,USSD,0.13781283246149476,0.03,Standard
9110-HSGTV,loyalty_reward,Loyal But Declining,Champions,0.00737746199592948,0.13771925018753842,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13771925018753842,0.03,Standard
6506-EYCNH,loyalty_reward,Rising Stars,Loyal Customers,0.00502359215170145,0.13747262371638344,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13747262371638344,0.03,Standard
5151-HQRDG,loyalty_reward,High Value Active,Champions,0.002058291109278798,0.13716907915776239,Gold,Exclusive Bundle Discount,USSD,0.13716907915776239,0.03,Standard
1468-DEFNC,loyalty_reward,High Value Active,Champions,0.002325365087017417,0.13712450508121896,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13712450508121896,0.03,Standard
8259-DZLIZ,loyalty_reward,Price Sensitive,Champions,0.0021974025294184685,0.13706990649399112,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13706990649399112,0.03,Standard
1047-NNCBF,loyalty_reward,High Value Active,Loyal Customers,0.007585511077195406,0.13700076039519904,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13700076039519904,0.03,Standard
0696-UKTOX,loyalty_reward,High Value Active,Loyal Customers,0.0030089227948337793,0.1369563388179708,Gold,Exclusive Bundle Discount,USSD,0.1369563388179708,0.03,Standard
7100-FQPRV,loyalty_reward,Price Sensitive,Loyal Customers,0.02096688374876976,0.1367705000662635,Gold,Exclusive Bundle Discount,USSD,0.1367705000662635,0.03,Standard
9480-BQJEI,loyalty_reward,Loyal But Declining,Loyal Customers,0.0037787777837365866,0.1366245000475224,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1366245000475224,0.03,Standard
5522-NYKPB,loyalty_reward,High Value Active,Loyal Customers,0.0031841599848121405,0.1365985693054347,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.1365985693054347,0.03,Standard
8812-ZRHFP,loyalty_reward,Price Sensitive,Champions,0.006150426808744669,0.13651360102222426,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13651360102222426,0.03,Standard
6784-XYJAE,loyalty_reward,Rising Stars,Champions,0.021785467863082886,0.13602787724059653,Gold,Exclusive Bundle Discount,USSD,0.13602787724059653,0.03,Standard
0013-SMEOE,loyalty_reward,High Value Active,Loyal Customers,0.002368043875321746,0.13579930081637565,Gold,Exclusive Bundle Discount,USSD,0.13579930081637565,0.03,Standard
4020-KIUDI,loyalty_reward,Rising Stars,Loyal Customers,0.0073027885518968105,0.13576499327230798,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13576499327230798,0.03,Standard
8104-OSKWT,loyalty_reward,High Value Active,Champions,0.014860095456242561,0.13558739619150903,Gold,Exclusive Bundle Discount,USSD,0.13558739619150903,0.03,Standard
4077-HWUYD,loyalty_reward,Price Sensitive,Champions,0.0023933027405291796,0.1355611358739825,Gold,Exclusive Bundle Discount,USSD,0.1355611358739825,0.03,Standard
0725-CXOTM,loyalty_reward,Loyal But Declining,Loyal Customers,0.004381932783871889,0.13550706709677082,Gold,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.13550706709677082,0.03,Standard
